CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample45	Sample46	Sample47	Sample48
Gene1	0.0811826965023188	0.628620415546587	24	23.1556040333137	2.09878022923646	5.04099975485298	2.10156873976371	0.416895227527143	6.74581390729688	3.83362901975972	3.28270949481506	6.30184659754025
Gene2	0.76710347191784	0.89442551813897	24	1.4478640873682	0.593142307584393	5.06218888810525	0.830690815331835	0.164097159093318	6.79794059481892	6.02836974296797	3.42361183753132	3.99883337710278
Gene3	0.475328908816716	0.771544818087454	24	9.9551913774177	1.42243654645066	4.96238597655079	1.51062228388454	0.30441450766281	5.05960784721638	7.19169815951854	4.66991704283655	2.92832085663167
Gene4	0.224235959596943	0.673591424756546	24	22.5595749785511	1.56828272912943	4.93602483252147	1.58506664387837	0.321122096759928	5.01685440335582	3.06892356505506	4.5999662282928	7.05835513338222
Gene5	0.214584371009493	0.668471571731019	24	11.4204488801393	1.67287637430217	4.91097021546926	1.68918343762647	0.343961246660719	3.00827262194664	5.41125173559582	6.76217542885734	4.46218107547724
Gene6	0.16456311563343	0.650312467531765	24	23.3190072245293	1.9742635260161	5.05840675710735	1.98531570475379	0.392478462109498	6.90112829518485	4.20596127049861	3.12855340399386	5.9979840587521
Gene7	0.422948164122984	0.740246387316768	24	10.100274580702	1.34527429237984	5.05151799158593	1.40655991664457	0.278443018313981	5.14178296929	7.05491682355806	4.89808986189178	3.11128231160388
Gene8	0.287835195319639	0.692678986460005	24	10.423800051857	1.61978907845335	5.02717903104577	1.64959162921016	0.328134649476967	4.6207242290666	6.9752441420587	5.34382782366179	3.16891992939597
Gene9	0.832225893831883	0.89442551813897	24	19.757667330268	0.512844380207618	4.96872337640313	0.933493161070148	0.187873844115248	3.84163022783908	3.3662818403688	6.09186660499792	6.57511483240671
Gene10	0.528741309841115	0.801123196728962	24	0.209857097128094	1.04183098234908	5.18141778229924	1.12949194723595	0.217988974194384	7.36816401566997	5.74179884190525	3.22095674727928	4.39475152434247
Gene11	0.11734488692599	0.64574796830278	24	10.7741971697961	1.90752348927703	5.06730227681018	1.91286500328434	0.37749178927776	4.21367445621781	6.84367953958603	5.98385839530138	3.22799671613551
Gene12	0.388123404717476	0.72273250399696	24	10.1896211102688	1.28484038550786	5.12700719745816	1.33209147100881	0.259818529544728	5.29562706030885	7.00509902020197	5.02521434976532	3.18208835955648
Gene13	0.411036013639276	0.733120119451741	24	10.1314052985997	1.46406749866094	5.10060286987885	1.52611885305057	0.299203621999848	4.87753899181945	7.14901672878294	5.06939088326119	3.30646487565183
Gene14	0.690125058007032	0.886670310073275	24	9.10151667158268	0.890904643221446	5.06284447121728	1.08896313495885	0.215089193663701	5.95816183791651	7.10085215235199	4.13232295521886	3.06004093938176
Gene15	0.586581162995357	0.837381602402952	24	21.5845706467141	1.14219983173958	5.08319576750337	1.27607838754148	0.251038607582141	4.79703683786756	3.00908634086378	5.65162981026185	6.87503008102027
Gene16	0.22766215247638	0.673591424756546	24	22.5524482271768	1.70088348968795	4.98724674942793	1.71968419692291	0.344816345235006	5.47113482997046	3.08727141311631	4.49830208596472	6.89227866866025
Gene17	0.0992260171686988	0.641199549398744	24	22.809473397811	2.11110533955839	4.95911975701642	2.11531214808427	0.42654992251224	6.44915948474907	3.21981108115245	3.71658787297834	6.45092058918583
Gene18	0.299608180359025	0.697461305690742	24	11.6022533043275	1.42530417924764	5.0016682688458	1.45398177854219	0.290699362770356	3.116156699777	5.17279070604386	6.82122755193062	4.89649811763174
Gene19	0.713874169051923	0.89442551813897	24	20.9570296406518	0.763454738408014	5.1030939135515	0.963768076090756	0.188859560967794	4.38728906179047	3.32800807938743	5.94927454660951	6.7478039664186
Gene20	0.0248371885590541	0.603089366523512	24	22.9525486056126	1.94507362390482	5.06062513847856	1.9453137793955	0.384401872528409	6.12135830007184	3.5235597217934	3.84715330787676	6.75042922417223
Gene21	0.834915496240171	0.89442551813897	24	19.7112342110971	0.516313242648836	5.00003897707416	0.956576363206067	0.191313781270925	3.88587870291889	3.3883668534269	6.13586800748335	6.59004234446751
