CycID	meta3d_Pvalue	meta3d_BH.Q	meta3d_Period	meta3d_Phase	meta3d_Base	meta3d_AMP	meta3d_rAMP
Gene1	1.12620035519484e-09	1.06245316527815e-08	24	23.1073154553773	5.00763882562599	2.01852115742325	0.40319974271791
Gene2	0.999998827285799	0.99999999999927	24	1.39903245379089	4.98725133167251	0.912554900162203	0.183080628302067
Gene3	0.760310677033276	0.99999999999927	24	10.0764119381515	4.96206092206904	1.36668117850962	0.275351594231798
Gene4	0.0587614473985605	0.157256326668761	24	22.499543459615	4.97815023001026	1.68482947803172	0.338469051437724
Gene5	0.0152058973911579	0.0468354129091104	24	11.4170727560981	4.97821986507128	1.75547202945759	0.352723931807877
Gene6	0.000224227128636234	0.00101003211097403	24	23.2678519666461	4.98041463502395	1.92978384345068	0.387662132079895
Gene7	0.571257217994676	0.99999999999927	24	10.1909510571272	4.99252573479489	1.44807270895162	0.290139119766976
Gene8	0.146007488953017	0.347636878459565	24	10.4197563082849	4.99678784337136	1.59724496756063	0.319619334871921
Gene9	0.999999999427585	0.99999999999927	24	19.4802394921575	4.98216568010145	1.0731915780245	0.215353137577789
Gene10	0.976827224059052	0.99999999999927	24	0.259614170153749	4.98931630407749	1.15518723000681	0.23163478696559
Gene11	7.37964785724188e-07	4.98624855219046e-06	24	10.8331646521324	5.00668071934554	1.96075138891794	0.391779406452859
Gene12	0.639828166699517	0.99999999999927	24	10.1534155841887	4.98560687043421	1.40024409426048	0.281056249021215
Gene13	0.299688869827675	0.634485962937914	24	10.3311897848986	5.00569629095137	1.53225347279467	0.306201627550475
Gene14	0.999995948899662	0.99999999999927	24	8.75060202007312	4.99795575101102	0.934862866004754	0.187122244407695
Gene15	0.949267513682159	0.99999999999927	24	21.8450858486324	4.99863648579227	1.20890433897974	0.241882842500151
Gene16	0.00731892465987283	0.024181469140549	24	22.6176907218699	4.99353812657056	1.81790270173027	0.364135522961162
Gene17	2.92675098600981e-08	2.31059288369195e-07	24	22.873164984493	4.96674842887041	1.99127446324088	0.401185420643073
Gene18	0.156439555244071	0.367804596968818	24	11.5862000056597	4.99882619162359	1.639002339675	0.327854900643618
Gene19	0.997998293506946	0.99999999999927	24	21.4530164922568	5.00642963536778	1.05396625151443	0.210533662628011
Gene20	1.42441614059408e-13	3.84977335295696e-12	24	22.948299075564	4.99797083613644	1.9979106632949	0.399972717093673
Gene21	0.999999968427741	0.99999999999927	24	20.124808588067	5.00510726260479	0.924081559593672	0.184734355214799
Gene22	0.84171967161071	0.99999999999927	24	22.0049545378484	5.01742695795628	1.32047601809438	0.263198603856003
Gene23	2.98359525974234e-09	2.64034978738261e-08	24	11.1093723872189	4.98388376483964	1.99981708816256	0.401270400868249
Gene24	0.719466696822027	0.99999999999927	24	22.1047433072727	4.99849376430135	1.39157974207164	0.278599378620629
Gene25	0.999974792458788	0.99999999999927	24	8.97490100887082	5.00395920042128	0.948569996272785	0.189407219216707
Gene26	0.0159937556785186	0.0490606002408545	24	10.5806072138022	5.0079874810474	1.79682694189096	0.35888749673114
Gene27	0.999999999992429	0.99999999999927	24	15.5946557624559	4.98421179657089	1.45912906669217	0.293341377180923
Gene28	0.99999318569196	0.99999999999927	24	20.8142050710047	4.98608450258633	0.918939880720156	0.184382330798236
Gene29	0.0219769047112014	0.0647649451214186	24	10.5622143258932	4.99189869914133	1.74463998680451	0.349503713338275
Gene30	0.00785447954326246	0.0258371037607318	24	10.6153472406148	5.00007562435833	1.78044084389158	0.35617270889993
Gene31	4.52550108498428e-10	4.4806941435488e-09	24	22.8986757335536	5.03192236142709	1.97226055862565	0.392258714816942
Gene32	2.26455999726705e-05	0.000122188489061172	24	23.217990441619	4.98981795501789	1.91206871790561	0.383129702880569
Gene33	0.245968967008205	0.536659564381538	24	22.3597117225259	5.00432563760467	1.58006465405131	0.315777345196737
Gene34	3.13302243770686e-06	1.92999328811511e-05	24	11.1863164586331	5.00375628855139	1.90835078761791	0.38150679807233
Gene35	0.0292390567179736	0.0835821892832349	24	23.4529986260166	4.9886691096603	1.75740088130963	0.352287948634456
Gene36	0.569515169647344	0.99999999999927	24	11.8069842647231	4.96280492561477	1.40470601471518	0.283195738619677
Gene37	0.000283007584480854	0.00124672944705222	24	10.7260179673286	4.99947997472747	1.87987121492404	0.37600914316083
Gene38	5.53661275382034e-06	3.25045758541311e-05	24	23.2046502661815	5.03912627714907	1.94665705654244	0.386477758180775
Gene39	0.10423121200089	0.262326875841165	24	11.5445956890759	5.03340147898931	1.68119348944334	0.334113381329479
Gene40	0.667494556228121	0.99999999999927	24	23.8611377956558	4.97601825846652	1.36831806524309	0.275039528923242
Gene41	0.0352439362377984	0.0988059041701894	24	22.5344622023172	5.00892902573357	1.74937646452656	0.349379529957244
Gene42	0.0998178320935679	0.252703372388779	24	10.4570075481607	4.97821782005377	1.69709599314022	0.340913710748429
Gene43	0.00961587090241545	0.0310042080226475	24	23.3944446788411	5.01169273918712	1.78310009428995	0.355854888813275
Gene44	0.994464161358048	0.99999999999927	24	0.431177950569238	5.0324275595668	1.13198881531674	0.224964677672924
Gene45	2.75662968425294e-05	0.000145853422447246	24	22.7762595852261	5.01486404601902	1.89588594699677	0.378299639070575
Gene46	0.989083969450764	0.99999999999927	24	9.64860917495339	5.01246659246237	1.13620273882418	0.226708431653497
Gene47	0.00719064756947385	0.0237838398108286	24	23.3804777041113	5.0077192481721	1.80718013898283	0.360859772924988
Gene48	0.999999999998576	0.99999999999927	24	16.5694654769793	4.99584390629703	1.66196873395694	0.332716869942689
Gene49	0.352074668943255	0.724433475191883	24	11.6975149619731	4.9927245866313	1.51854114226347	0.304208936676142
Gene50	0.0016781685705598	0.00635669913090834	24	10.6742633520137	4.98619995831738	1.89319070492826	0.379925125766169
Gene51	0.335902744476208	0.69641204798108	24	22.3107223517285	5.01503311070686	1.51127642364776	0.301353918105896
Gene52	0.420979820247201	0.83472535409227	24	10.2666413975357	4.9963092365704	1.46410546282932	0.293161424924559
Gene53	0.999643622565536	0.99999999999927	24	0.743489890906872	5.03013078638908	0.986523514098932	0.196154602060589
Gene54	0.166308646717469	0.385866929738908	24	11.5938520573065	5.0001887720277	1.62434963978476	0.325001404268702
Gene55	0.0345947233304549	0.097358508434676	24	22.5377128934322	5.00511380730859	1.73374594533577	0.346425270439475
Gene56	0.000269045099182685	0.00119222348234573	24	23.2722310441407	4.9984703038444	1.90619106116875	0.381539505144595
Gene57	9.45011437991639e-08	7.00008472586399e-07	24	11.1410669065362	4.99344485056793	1.96513877786115	0.393609726007809
Gene58	0.999999999996808	0.99999999999927	24	17.0810517888257	4.98100867684375	1.50870554304577	0.302845241059685
Gene59	0.907312097714071	0.99999999999927	24	12.0713687325622	4.98921196602323	1.24801889196086	0.250239657260162
Gene60	0.999999999998489	0.99999999999927	24	4.26722658329373	4.98808826465958	1.66339091969989	0.333240499023364
Gene61	0.999999947701579	0.99999999999927	24	1.79756043201972	5.03585987339681	0.947204391113722	0.188116735166066
Gene62	0.999999999998122	0.99999999999927	24	4.54363456882006	4.988148483242	1.72725664823604	0.346116820341996
Gene63	0.230547214664376	0.507813248159418	24	10.3661568631304	5.00995121694094	1.59250400113401	0.31792959864013
