CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample69	Sample70	Sample71	Sample72
Gene1	0.00346979583203555	0.598844247347203	24	22.9933731348852	1.91467606185206	5.10356337180384	1.91468067226069	0.375165454560419	6.64210438122474	3.80340966059713	3.69596030384552	6.27277914154796
Gene2	0.687944270077184	0.881992264928645	24	0.886046288328289	0.668063626573653	4.98306101138071	0.814413031252034	0.163436295359823	6.86189574872622	5.80101002267638	3.33317778315305	3.93616049096719
Gene3	0.432390912926657	0.752509169396464	24	10.0751437015831	1.08318173521347	4.95114663055364	1.13539983227701	0.229320583088862	5.45863552676157	6.72390163640461	4.66555820332989	2.95649115571848
Gene4	0.24520978377781	0.669154108757737	24	22.5156388684204	1.60006612207055	5.10500956130098	1.62080414433887	0.317492871438583	5.51668943968573	3.26883919967356	4.69651311466322	6.9379964911814
Gene5	0.226341439188055	0.669154108757737	24	11.4448023336	1.85197586663258	4.99967326163556	1.87219433859317	0.374463338026356	2.82257294404496	5.5010384259152	7.0996596394977	4.57542203708439
Gene6	0.137594563956738	0.639272615418866	24	23.2655235088199	1.96819407531302	4.95137673919166	1.97581979587862	0.399044528411544	6.79391967006295	4.03662882518711	3.08940025040733	5.88555821110926
Gene7	0.391439796720454	0.731778346105281	24	10.1813231593356	1.42231301127201	4.90379713296514	1.47571972604091	0.300934089650767	5.12476925240487	7.00077525276334	4.77224990026607	2.71739412642627
Gene8	0.30877003735429	0.697486708662324	24	10.3772420171902	1.59648762327932	4.96846194506724	1.63086173954012	0.328242775645944	4.77905485789383	7.00133806962617	5.16341941463305	2.93003543811592
Gene9	0.846538290833199	0.894425004281155	24	19.4888390218533	0.438063131129294	4.99323177106109	0.886379433548658	0.177516180740054	3.59753275338413	3.45654272367707	6.15422181355786	6.7646297936253
Gene10	0.680406210840766	0.877566050095571	24	0.844021004416509	0.912301725693783	4.94438967908488	1.10235502400886	0.222950676535852	6.76088380394098	5.78629887965624	2.95973982111434	4.27063621162795
Gene11	0.0621216147028218	0.626635838001978	24	10.8811076655825	1.89625900201711	4.98013970907412	1.89772937994257	0.381059466360911	3.94503670075072	6.56114525481942	6.07955041138775	3.33482646933861
Gene12	0.467310272278727	0.775199886095527	24	9.978357278809	1.29170849465197	4.98704874738802	1.36815910855084	0.274342437351835	5.32624154968819	7.07929306357568	4.65660384125461	2.8860565350336
Gene13	0.287543246374352	0.686426203767241	24	10.4244420621675	1.48859296704166	4.9476377980754	1.51591998771621	0.306392676583136	4.79277536310914	6.81026062261348	5.16634970801215	3.02116549856682
Gene14	0.721625490684124	0.894425004281155	24	8.90585020455947	0.740467512758613	4.99786620497655	0.946058196700527	0.189292421585537	6.05960237980381	6.85721674677695	4.03221966342336	3.04242602990207
Gene15	0.554100072514407	0.816453937889598	24	21.7040273221548	1.0718780994292	4.97445574141772	1.17609349336533	0.236426566945421	4.44422476867455	3.00391385996945	5.51554809415596	6.93413624287091
Gene16	0.195420924151592	0.661243043459927	24	22.6188036141634	1.59608476234319	4.98750836334458	1.60886094295705	0.32257809426071	5.40256399562529	3.25373022970326	4.4753126980392	6.81842653001057
Gene17	0.0577494625568986	0.626635838001978	24	22.889506866424	1.94934124691522	4.79496286433804	1.9506466820449	0.406811634883055	5.95354964500605	3.21117997048973	3.62311425070167	6.39200759115471
Gene18	0.166753593594143	0.661243043459927	24	11.323384511703	1.60525075577874	4.93329495100287	1.61448629304617	0.3272632812514	2.85481380515819	5.42854700453533	6.7000792837763	4.74973971054168
Gene19	0.649173529642497	0.862533765105398	24	21.3159927514845	0.863266711406569	5.03023417923619	1.01046952540764	0.200879221404574	4.30887625091265	3.18542989009274	5.77093218854132	6.85569838739804
Gene20	0.0394799623467008	0.626635838001978	24	22.9245350853902	2.23275637989466	4.78178542975069	2.23345370910816	0.467075267579417	6.39771176768872	3.11180964593132	3.2947830851084	6.32283722027431
Gene21	0.752461674496648	0.894425004281155	24	20.6776101002572	0.59143313853032	5.02624121493939	0.80035927256262	0.159236144533559	4.07623456637536	3.45558883633969	5.91037271379616	6.66276874324633
Gene22	0.500644740584967	0.785274161020455	24	21.8794414672416	1.24939871906888	5.00367552157129	1.33897085202126	0.267597458358128	4.74215042314985	2.93731044163266	5.37861157078961	6.95662965071304
Gene23	0.0784029543749607	0.626635838001978	24	11.1502397042178	1.86137590705919	4.91088122479919	1.86368129679769	0.379500381191543	3.36534585588879	5.97674759548153	6.47536194396835	3.8260695038581
Gene24	0.409708578766768	0.7419881916071	24	22.1348363641739	1.24635887418144	4.9750972352748	1.29875655300093	0.261051491374357	4.75507974658364	3.096981479243	5.13561525546067	6.9127124598119
Gene25	0.58705259719522	0.835864106898107	24	9.58275101120883	0.668793134084907	4.7833080008554	0.747398093894746	0.156251300096312	5.8276328372433	6.29061059368177	4.15746139115112	2.8575271813454
Gene26	0.264993536432846	0.678253315278757	24	10.4734699535023	1.88793619565537	5.16062896667536	1.91689085626548	0.371445199537452	4.3488655384466	7.26457838879891	5.70129843015685	3.32777350929906
Gene27	0.875237321804907	0.894425004281155	24	15.3192486873415	0.518014707282326	4.95012665131448	1.50083211503033	0.303190649603237	3.40076865757965	3.53704024462577	6.67526228379112	6.1874354192614
Gene28	0.702054656320669	0.886906076982463	24	21.0311072429938	0.630662625208285	4.99497717621561	0.782833327875987	0.156724105087722	4.11975014020415	3.45316227927791	5.76078519203939	6.64621109334098
Gene29	0.239903268805161	0.669154108757737	24	10.5268263908182	1.95356078543587	5.00585829894838	1.97771592591956	0.395080285499698	4.33509484767403	7.17893414434765	5.5743639329142	2.93504027085765
Gene30	0.26854114891414	0.679002038924096	24	10.4658275429872	1.73303021905058	5.01129512530503	1.76039342376378	0.351285122856664	4.43833340877233	7.00765498308633	5.44188337063875	3.15730873872273
Gene31	0.0405321395746934	0.626635838001978	24	22.9225203368908	1.84905459176491	5.17749283963947	1.84966333733291	0.357250776509371	6.43818575496366	3.7663795359426	3.97418600049252	6.5312200671591
Gene32	0.143197188180769	0.646960082339704	24	23.2765759468727	1.91743862876948	4.97714773215657	1.92550058806518	0.386868281129133	6.69272363091228	4.07292029885817	3.17681275770888	5.96613424114697
Gene33	0.361297058857762	0.719715256688769	24	22.2552768967076	1.6355654040954	5.053987376305	1.68619624538722	0.333636813833913	5.17992506559121	2.8362945044161	5.00246462944657	7.19726530576612
Gene34	0.111707526530509	0.627570373766904	24	11.2148025709678	1.82993167923133	5.14295826069238	1.83456809286798	0.356714559962421	3.50950008326278	6.078595829941	6.79114396439442	4.19259316517134
Gene35	0.173622584814607	0.661243043459927	24	23.3371461454584	1.64106835831421	4.89282494040424	1.65133362786757	0.337501064922862	6.9373733754716	4.37411765117367	3.09974558453714	5.16006315043456
Gene36	0.396607600675075	0.735366379496431	24	11.8316916056659	1.32605084473805	5.0254904185425	1.37747430924548	0.27409748990129	3.16017577186471	4.94923543607169	6.93278622488602	5.05976424134757
Gene37	0.0952853299160752	0.626635838001978	24	10.8171167596055	1.83347182571596	5.03188887687127	1.83683782477536	0.365039425496508	4.2040847117607	6.6894175360361	5.96430953830238	3.26974372138589
Gene38	0.087924824051899	0.626635838001978	24	23.1686316961328	2.16469846318168	4.96973612516082	2.1680767626438	0.436255911388785	6.79682835049443	3.76503714353458	3.11607200511375	6.20100700150053
Gene39	0.260609009953117	0.674926762322685	24	11.5171195686383	1.77690913871253	4.96754631047203	1.80318730942558	0.362993557931065	2.83196691012801	5.35036673590335	7.07466133950727	4.6131902563495
Gene40	0.386920551186559	0.730620189093291	24	23.8073795189329	1.45275390653887	5.11363463444325	1.5057771071839	0.294463178311886	7.06634486181472	5.14374696778115	3.07474286581218	5.16970384236496
Gene41	0.229011761362872	0.669154108757737	24	22.5496356889945	1.73137361007281	4.98098004774026	1.7507541982896	0.351487896259265	5.46608022180119	3.04161512887021	4.48881249077183	6.9274123495178
Gene42	0.317617234965185	0.704771971076594	24	10.357240790515	1.56895315294576	5.09180709053256	1.60496847537503	0.315206064730777	4.7160395694702	7.04423516558578	5.32687349536768	3.28008013170657
Gene43	0.218724220376118	0.669154108757737	24	23.4289994792454	1.80167429123886	4.86344478635589	1.81996272187243	0.37421268294815	6.92604735470371	4.33898593048894	2.85600439868189	5.33274146154903
Gene44	0.596166216664504	0.839670727696484	24	0.452955918545594	1.07685784946514	4.98329189208497	1.21032899737899	0.24287740385053	6.83396040409861	5.5998440377896	2.9526863297758	4.54667679667587
Gene45	0.214959128072216	0.669154108757737	24	22.5787781608098	1.77756533440867	4.87666172125268	1.79495702894364	0.368070850828374	5.70194594195966	3.02493886598492	4.22979723489215	6.54996484217401
Gene46	0.500719958122533	0.785274161020455	24	9.87921010728277	1.12141049469322	4.98225972524134	1.20184142757982	0.241224162098776	5.64262299595002	6.97895765632246	4.50369329897311	2.80376494971978
Gene47	0.242252170902452	0.669154108757737	24	23.4781195417191	1.56345391157104	4.96442244949591	1.5831947330948	0.318908140715454	6.92693100982804	4.61615103580958	3.11893482722967	5.19567292511636
Gene48	0.888194447650671	0.894425004281155	24	16.0092101146089	0.411100134426092	5.04900527034292	1.62728546997887	0.322298231601638	3.44937270611964	3.67864944988973	6.568479680696	6.49951924466631
Gene49	0.388684175318492	0.730620189093291	24	11.8117790606588	1.45668304116724	4.90401914605592	1.51044300038235	0.308001040656036	2.82335744813787	4.82873642823408	6.99301512060647	4.97096758724527
Gene50	0.230286467306336	0.669154108757737	24	10.546976492156	1.65323129897753	5.05636872266637	1.67195780587638	0.330663742614623	4.34121688206738	6.82678793956818	5.60754727955606	3.44992278947386
Gene51	0.327318829218893	0.709116486299082	24	22.3350702823027	1.38466337819858	5.0184862106528	1.41871056632803	0.282696914323789	5.03076929087317	3.17156656560161	4.93679130525253	6.93481768088391
Gene52	0.430174308772374	0.751304341641605	24	10.0810802075926	1.37625752359558	4.97621315832808	1.44173206954793	0.289724741219151	4.96385182333898	7.00515420893777	4.83754339215358	3.09830320888199
Gene53	0.586323568137806	0.835864106898107	24	0.414436206297101	0.856030734325961	4.9232313285936	0.956217106917075	0.194225508227385	6.78572090498407	5.52187878438493	3.19602954984395	4.18929607516146
Gene54	0.314105850196493	0.702174031735826	24	11.634796679373	1.68794314047986	5.01989035191953	1.72572347557837	0.343777125514002	2.98199174467364	5.25192447093795	7.14207939795647	4.70356579411004
Gene55	0.294344509430101	0.690147920620527	24	22.4094351030445	1.6252919235075	4.94818441742184	1.6567222555711	0.334814169362406	5.0918375335499	2.89207800037234	4.73319818498474	7.07562395078038
Gene56	0.076321601076441	0.626635838001978	24	23.1462256328037	2.0751247701279	5.08040899345092	2.07755930234458	0.408935442997352	7.029142622594	3.96216878191729	3.26612972032041	6.06419484897199
Gene57	0.15255201868974	0.646960082339704	24	11.2950968990005	1.9762315728586	4.96652707158157	1.98569404604671	0.399815407713941	3.30860622394474	5.91203505789741	6.80749627748278	3.83797072700136
Gene58	0.883591504143017	0.894425004281155	24	18.2902921936718	0.458010292440142	5.04046257145243	1.59105322462301	0.315656192674503	3.80508934832351	3.46703091435752	6.39923185549488	6.49049816763381
Gene59	0.555553471226437	0.816843593195137	24	12.3010855437761	1.26928480466431	5.08078096096307	1.39372300840067	0.274312752135743	3.24281681224751	4.59660291236718	7.25686763249295	5.22683648674463
Gene60	0.881554300202381	0.894425004281155	24	3.60113025499498	0.462573161810256	4.92528874939346	1.52874435478485	0.31038674737052	6.3733005580316	6.26978307928593	3.34653898815306	3.71153237210327
Gene61	0.811941559512215	0.894425004281155	24	1.93762730462608	0.50929548447305	4.97906300059468	0.830741960647257	0.166847047436041	6.5276462478844	5.98508103939689	3.45550139087336	3.94802332422406
