CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32
Gene1	0.0108470319734137	0.0142724104913338	24	1.28585574330673	1.67367453530378	4.96534940359345	1.97979801420022	0.398722799400065	6.92896217647977	5.8255644866131	3.07282805472335	4.16691880126027	6.80454280705565	5.65678299073259	3.25243235670041	4.01476355518242
Gene2	6.65222667090015e-05	0.000335406386768075	24	10.1573981594799	1.92527067927051	4.97594840000764	1.95848548483301	0.393590392703832	3.32237442439724	5.83514430486253	6.78005806584407	4.21098553689705	3.08069462093754	5.77269172341869	6.713311595744	4.09232692795998
Gene3	0.00430502464629123	0.00742245628670902	24	5.88555791462096	1.66589330180003	4.98735704224956	1.85293095527678	0.371525627617993	5.33764809894597	6.8143868632435	4.86857573135821	3.09245827611026	5.23061402882685	6.89185161752974	4.60509699270278	3.05822472927914
Gene4	0.00109611720621716	0.00268183375569831	24	6.91259380902835	1.86692486396199	4.97498098729977	1.96817214218489	0.395614002789012	4.68785450087323	7.14038387321121	5.23789269630615	2.91623059109945	4.77473067247179	6.73697890763546	5.2960737299217	3.00970292687919
Gene5	0.00489758411362184	0.00818081978890062	24	5.83090259072934	1.67468587659199	4.98984053427463	1.86835880482352	0.374432567932778	5.24612670942511	6.71287005405844	4.85324261872484	3.0940927157206	5.28467611291721	7.00814366617257	4.58296912743526	3.13660326974305
Gene6	0.0160174871075804	0.0175536161932967	24	15.107246395381	1.6260517261403	4.95569578809906	2.00827972016767	0.405246771803566	3.51630851074748	3.57337056401215	6.34953144906982	6.42072965776147	3.63352183201368	3.43896670031952	6.33180035481727	6.3813372360511
Gene7	0.00229917504093835	0.00470178944977168	24	18.4188730336788	1.95414646365005	5.0584414876344	2.11148913697401	0.417418910970037	5.0647917235772	3.09719421032386	5.14221798650344	7.21531299573364	5.04317623769646	2.87209767252506	4.80971146581351	7.22302960890207
Gene8	0.00100733589444846	0.00253524134508841	24	6.88340116726184	1.97220437321331	5.00579615255059	2.08200964122551	0.415919781344805	4.73419796921649	6.97201916340478	5.35471952592133	2.78200195922537	4.75424916892154	7.12024337792026	5.31972035796211	3.00921769783289
Gene9	0.000114135696650308	0.000492672071871833	24	7.77500088494864	1.94556622952873	4.96657665662277	1.98310275930603	0.399289671017486	4.25559368963433	6.68860758687236	5.74038078962385	3.21702379399825	4.20865928663803	6.88608790074808	5.77355065061709	2.96270955485022
Gene10	0.00298887403174064	0.00570033191050345	24	11.768651104129	1.79917989537974	4.90753113518798	1.96359079667948	0.400117847974543	2.87203411033766	4.89139301748732	7.01015204401453	4.88710755593667	3.03827006101573	4.69114261831773	6.847007258111	5.02314241628322
Gene11	5.17724937942887e-06	7.57646250648127e-05	24	9.51397715824363	1.97325369328711	4.97162339017264	1.98004130715091	0.398268563758237	3.42954438702913	6.04187485491183	6.58348727303285	3.92157330269738	3.26679419046602	6.25724316560613	6.53464180978985	3.73782813784794
Gene12	0.0138490185748659	0.0165065775624147	24	4.4680805176	1.67951513340173	4.91217257416965	2.00826308689306	0.408833984671748	5.86701165559904	6.71002698133136	4.07013219455914	3.23979023829848	5.62237425031201	6.95500957751746	3.69467769614711	3.13835799959264
Gene13	5.96624187966244e-05	0.000310203217313472	24	8.00737522855952	1.90494800367529	4.95341953936671	1.92921015999886	0.389470373883473	4.26091852319492	6.57048484603774	5.96490983397922	3.20023966477258	4.14784755007625	6.67435955169577	5.81102153363517	2.99757481154208
Gene14	9.12212300352433e-06	0.000100243109928839	24	9.33581515377499	1.88373369764959	4.99888746019075	1.8865039353291	0.377384758179197	3.55328847293252	6.15213292464616	6.68963917419303	3.73801600537769	3.53696999243068	6.24057384911606	6.22062988006875	3.85984938276109
