CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample129	Sample130	Sample131	Sample132	Sample133	Sample134	Sample135	Sample136
Gene1	0.0102339824760318	0.0138280846446111	24	1.11049336602174	1.70457127964937	4.97530047863013	1.9996062744913	0.401906635203238	6.98054277236479	5.66144249054501	3.02202928546982	4.39792158610532	6.72196531003873	5.84384146664972	3.08503268106235	4.08962823680532
Gene2	0.000106264950122004	0.00047019889434515	24	10.2273140576124	1.94253093436699	4.98151860039167	1.98014842269594	0.397498951934106	3.28871764675829	5.69496101151637	6.97814895179059	4.13415876723858	3.14807976346483	5.75443691838925	6.71164979793096	4.14199594604446
Gene3	0.00572725732900858	0.00919550362503628	24	5.6952352842633	1.88759606582541	4.98435895785777	2.12177950933268	0.425687541220867	5.50530012230511	6.84253807257228	4.64499652232151	2.83937328673168	5.2919847906842	7.28406506062832	4.62812565890809	2.83848814871094
Gene4	0.000386085858827934	0.00123481617962026	24	7.32560493408153	1.98732808997721	5.03724647035874	2.05794855559901	0.408546329370389	4.49394607804465	7.02786184457272	5.62583656058444	2.9499543068286	4.63154418925051	6.94693595659738	5.63790224229392	2.98399058469769
Gene5	0.00545069038997248	0.00890008398064229	24	5.79715121911534	1.77194224348035	4.86536284511225	1.98056386140925	0.40707423566547	5.23255400043857	6.84444147640933	4.33512031147929	3.07565052645313	5.0229318959368	6.95510932650498	4.67755670044962	2.7795385232263
Gene6	0.0157579930920213	0.0173960836054948	24	15.3606177618799	1.63825146820036	5.02082684787192	2.01949964929759	0.402224516098092	3.78618073642786	3.51885444946206	6.44922203702213	6.56462373430547	3.6996438390338	3.49514455229642	6.18327295317634	6.46967248125124
Gene7	0.00177523721410777	0.00388171402501699	24	18.5316274194047	1.86011428410127	5.03307468991494	1.99812197453134	0.396998275931627	5.20033210352711	3.02077180331771	4.98776976273781	7.13448173943422	5.07011811923655	3.029176841788	4.89421554325309	6.92773160602504
Gene8	0.00116226690767318	0.00279839544383591	24	6.9491545636971	2.01433032846728	4.89789621416297	2.11997160505836	0.432833100654147	4.41966319874272	7.0801007458813	5.00242608566186	3.05017646454508	4.54596531854582	7.090778066895	5.31400560330387	2.6800542297281
Gene9	0.000109258787850397	0.00047853728592945	24	7.79183949782724	1.91543866121303	4.99386790732815	1.95140053644165	0.390759341787577	4.44551510418732	6.88434845850648	5.6859146230872	3.25183859702822	4.13844100635893	6.73917963181255	5.81495906909604	2.99074676854846
Gene10	0.00276635337195841	0.00533016063961158	24	11.7459324566066	1.69608411480281	5.01595334628415	1.84880655227732	0.368585276744435	3.14550210125834	4.98745373123586	6.98817728810203	5.07427332730398	3.11757934063624	4.96351042185986	6.73480191902612	5.11632864085079
