CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample113	Sample114	Sample115	Sample116	Sample117	Sample118	Sample119	Sample120
Gene1	0.00946853411594573	0.0130241184538456	24	0.826215940211598	1.68211419877889	5.0796258270839	1.9450128488246	0.382904748309225	6.89968261842623	5.78283797571152	2.97109285123925	4.71736851116313	6.96783068031459	5.63080628614598	3.36996332144026	4.29742437223026
Gene2	3.42798714004777e-05	0.000214696480587543	24	9.90024680256179	1.96213889111182	5.00676687845217	1.98273137878227	0.396010325009425	3.26339306781595	6.07195836712384	6.80584414907145	4.0192309021675	3.17844898196472	5.95319098200503	6.59241665612734	4.1696519213415
Gene3	0.00376947898094082	0.00674844537810652	24	6.06407152309993	1.82444407561814	5.05942184001685	2.00939628121095	0.397159269329529	5.29047249430315	6.88902875189237	4.99130554839492	2.92004844376126	5.34645606035854	7.1142270839376	4.95270396961385	2.97113236787313
Gene4	0.001510796331745	0.00342738254839286	24	6.74659030249503	1.83779495854349	4.97273773275377	1.95291790507189	0.392724895223946	4.62286008671602	6.99448321741108	5.09840952816066	3.03194864968163	4.66013554538124	7.06451084360912	5.05300423158522	3.25654975948522
Gene5	0.0068982973058499	0.0104860579785217	24	5.68165139435438	1.69568921504125	4.98230514400531	1.90749697525187	0.382854305410612	5.34639889966862	6.71873824806236	4.58111932330707	3.13996178819453	5.55220262614598	6.82172409728297	4.90492352890094	2.79337264047999
Gene6	0.0156937973600731	0.0173870149015034	24	15.7537322802606	1.54434132727562	5.04446903316469	1.89061788150989	0.374790264164591	3.7268123551289	3.57257890368587	6.10785714782119	6.56696237960783	4.09540923150948	3.39581213650455	6.24527666827387	6.64504344278583
Gene7	0.00249199125707733	0.00493138111558838	24	18.6229920948905	1.85372945445002	4.93702128557923	1.98200404952922	0.40145746491281	4.88256749681105	2.84312812915804	4.91711812157674	7.08447768909098	4.95210246531794	3.22683231359506	4.50074467828166	7.08919939080236
Gene8	0.000527779542303319	0.00157009478277827	24	7.21854930077484	1.88442524099809	4.96226122718597	1.9599068739649	0.394962454460773	4.69663575742715	6.97313088768398	5.48394834749324	3.09707629386775	4.35695073191672	6.9581980808171	5.19449099134895	2.9376587269329
Gene9	0.000327972993245829	0.00111051803582109	24	7.43738670743736	1.99076946249727	4.99273625069919	2.0526320779865	0.411123675459334	4.09260996628455	6.7779541940487	5.56309279361002	2.89051591465623	4.62215611371872	6.95772346009897	5.83828690990678	3.19955065326954
Gene10	0.00252068420963991	0.00496849712806815	24	11.6533003526712	1.82858419615908	4.99176513068177	1.98337507360283	0.397329405867287	2.76835179061109	5.01107811321707	6.97337588888943	5.08806962838408	2.97890826703708	5.02290877586362	6.93330188251764	5.15812669893418
Gene11	4.93465828899087e-06	6.57954438532116e-05	24	9.48436312738124	1.97130779722613	5.04661638787614	1.97733159763747	0.391813335047173	3.4589039062205	6.06328667147411	6.77009768945752	3.75552728560809	3.54079648606701	6.21666904192748	6.66734468388643	3.90030533836799
Gene12	0.0142676716144812	0.016835040182741	24	4.44915878404142	1.54948947987062	5.04372352706382	1.85423313603512	0.367631795455402	5.62779753375606	6.96746602282249	4.11787363232955	3.54654138869172	5.95453430778657	6.64586057251245	4.06680909306059	3.42290566555115
