CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample137	Sample138	Sample139	Sample140	Sample141	Sample142	Sample143	Sample144
Gene1	0.0104843549292971	0.0139061733179928	24	1.29815276717839	1.70602789038675	5.0450821572991	2.01921107281454	0.400233536314803	6.93272595340898	5.96016012883185	3.25350128045138	4.21202233916705	6.94716685115503	5.80685777998265	3.08032570915463	4.16789721624128
Gene2	7.02124183609154e-05	0.000350330256829013	24	10.0708300936706	1.82592022902776	5.09927197916076	1.85293946111956	0.363373334211627	3.35987475061008	5.89185864094336	6.79353067045282	4.20473473054462	3.56062055800976	5.77574429234156	6.89881876509089	4.30899342529296
Gene3	0.00420764708515242	0.00726291211476252	24	5.95888849888462	1.81261673913718	5.01198808934831	2.00796797941611	0.400633030968994	5.53013082973491	6.98616026815784	4.84466600677639	2.87669484758416	5.20892066242219	6.98036013983529	4.8227719360926	2.84620002418308
Gene4	0.00121520030065625	0.00288417792877275	24	6.89379485074466	1.8638525791968	5.02610570560866	1.96666352603108	0.391289726325587	4.88709603392782	6.90645066047199	5.23700711321051	3.15470897502813	4.78305025573795	7.00661336016285	5.44479492919259	2.78912431713742
Gene5	0.00564513194083849	0.00901778265309663	24	5.84589336033493	1.73146660797875	4.95447901962669	1.93010215506686	0.389567126517429	5.41760715035677	6.68819864903174	4.87480502041278	2.94212932300523	5.11897472378778	7.09763813189936	4.47771530645101	3.01876385206883
Gene6	0.0162474917754918	0.0173617077027244	24	15.6573675730688	1.58397456546434	5.01469052556821	1.94326519483641	0.387514480689956	3.94203127863166	3.46569945512051	6.25378736651502	6.50000538293791	3.67631869745673	3.55103164075329	6.0210161281301	6.70763425500045
Gene7	0.00199638754865217	0.00414761956091171	24	18.588129327908	1.6736285947995	4.94169235599066	1.79260648187188	0.362751533834104	5.15715360271067	3.07853064693247	4.86994545007197	6.63320522878239	4.86442181332776	3.19333648391372	4.8039490604197	6.93299656176658
Gene8	0.000541959210198284	0.00157699091231314	24	7.19507693819011	2.02542616420006	4.97084074152348	2.10862698380268	0.424199263957192	4.70000293270419	6.98244031923568	5.50603688818542	2.80415795062777	4.41445673535124	7.07711597617405	5.41878519616814	2.86372993374136
Gene9	0.000267824310815179	0.000938606876919441	24	7.59148365497086	1.82501093567542	5.13121294133984	1.87132101683526	0.364693696837034	4.59958431210056	6.81916724226555	5.61856455667206	3.33303135680226	4.28846520330121	7.02652814135212	5.87551398783156	3.48884873039339
Gene10	0.00338110825347582	0.00623820710973399	24	11.8354559035511	1.7029251416297	5.01438016295093	1.86528514921619	0.371987182582997	3.25599932281425	4.85427599892325	6.93298226605645	5.05227188672218	2.9524169775837	4.98140666681342	6.83821670927281	5.24747147542142
