CycID	meta3d_Pvalue	meta3d_BH.Q	meta3d_Period	meta3d_Phase	meta3d_Base	meta3d_AMP	meta3d_rAMP
Gene1	0	0	24	1.17558865451603	5.01786075902266	1.97484327709177	0.393603696885496
Gene2	0	0	24	10.1307159231926	4.99554444852022	1.95000039481397	0.390442006748742
Gene3	0	0	24	5.82038287056633	5.00951654118417	1.96243483535566	0.391761182900214
Gene4	0	0	24	7.06261297308132	4.99152216599886	1.97110559768355	0.394917521724197
Gene5	0	0	24	5.83342702906917	4.99523864871528	1.96518927482469	0.393398277464958
Gene6	1.11022302462516e-16	1.11022302462516e-16	24	15.414209055918	4.98835869215653	1.98565735030893	0.398065474603292
Gene7	0	0	24	18.6215802978103	4.99048790519494	1.95349752812861	0.391464259299777
Gene8	0	0	24	7.00870147050825	5.00508406259147	1.98832207228682	0.397361695942281
Gene9	0	0	24	7.64438749432211	5.00394683481982	1.99438035467599	0.398620956462337
Gene10	0	0	24	11.6846086968094	5.01032206584086	1.99530184809408	0.398237123508558
Gene11	0	0	24	9.34116471941341	5.00812961634318	2.01506317972414	0.402343866739292
Gene12	0	0	24	4.21978872219869	4.97415181046271	1.98106036888974	0.39832908793187
Gene13	0	0	24	7.86589870370561	4.9973806487775	1.97039765773757	0.394281422342267
Gene14	0	0	24	9.04809554540365	4.99951639455491	2.03585721088699	0.40726313386354
Gene15	0	0	24	3.65441586896411	4.99156866544878	2.0087764332574	0.402510146036187
Gene16	0	0	24	9.87472010998453	4.99768652029128	1.9946455273895	0.399132528194393
Gene17	0	0	24	8.33246457298717	4.9847685646941	1.97050984464742	0.395392219582666
Gene18	0	0	24	4.83794821890723	5.01979704568365	1.97094511608672	0.392651572494893
Gene19	0	0	24	23.829196865751	5.00243468782139	1.98090753657517	0.396014883991312
Gene20	0	0	24	2.40125592225403	5.01864603201339	2.00477018453289	0.399494922073117
Gene21	0	0	24	11.5190253736283	5.01135631261175	1.97298436278853	0.393797831039125
Gene22	0	0	24	21.5877176613074	5.00365340199826	1.99273995222768	0.398289058145501
Gene23	0	0	24	17.0387520460947	5.00477983305814	1.99198608230544	0.398074929296149
Gene24	0	0	24	13.8363868488717	5.01863082737576	2.0204545705029	0.40262548956789
Gene25	0	0	24	0.563858527092718	4.97360856959726	1.99691566359335	0.401540563015043
Gene26	0	0	24	17.3160646845414	5.00415679246093	1.96925555254012	0.393557085396904
Gene27	0	0	24	7.11924356705017	4.99076963883693	1.99300213088285	0.399323882682587
Gene28	0	0	24	6.10857211923807	5.01043071677689	1.95677669140683	0.390665341882149
Gene29	0	0	24	2.3771120553452	4.98847480178502	1.9931006603578	0.399582891520523
Gene30	0	0	24	7.70250080969986	5.00687931183762	1.98586786211939	0.396636225402572
Gene31	0	0	24	2.66662177934107	5.00697042444205	2.01860308345008	0.403144881879544
Gene32	0	0	24	21.207396914353	5.02979722818752	2.01868512981221	0.401457137312552
Gene33	0	0	24	6.99505208195257	4.98363795788657	1.95283004868364	0.391914742861674
Gene34	0	0	24	11.6999311767219	5.00020680168287	1.95924837291579	0.391858478351845
Gene35	0	0	24	7.32582906460903	4.99939749246351	1.93964926407866	0.388005891433514
Gene36	0	0	24	19.9546672305492	4.99883694533698	1.98846232084153	0.397818838643841
Gene37	0	0	24	19.2164793910849	5.01196659658029	1.95957411489386	0.391039386628212
Gene38	0	0	24	6.94546532849902	4.97520230332892	1.96747152447611	0.395515660163946
Gene39	0	0	24	10.027036477791	5.00485119805301	1.99063320603372	0.397847258511941
Gene40	0	0	24	6.35991242508117	5.00026985630371	1.94940678489564	0.389911225148626
Gene41	0	0	24	1.10343351930827	5.01611745086323	1.94510490876105	0.387843039377657
Gene42	0	0	24	21.0539434507856	4.994488284788	2.0020187817161	0.400953592134623
Gene43	0	0	24	2.22667362166143	4.99227014291227	1.9867765324097	0.397980551859886
Gene44	0	0	24	14.3477596517351	4.9898239412507	1.9642407761135	0.39366295997858
Gene45	0	0	24	4.79058708367379	5.00041476481209	1.97514298267533	0.395054764601412
Gene46	0	0	24	11.9250408873312	5.00510273603505	1.99387787828422	0.398454057967825
Gene47	0	0	24	7.7279061753878	5.01279036637891	2.01971379805819	0.402968206923111
Gene48	1.11022302462516e-16	1.11022302462516e-16	24	14.5909423153424	4.99418836162321	2.00246021695597	0.400976261333422
Gene49	0	0	24	0.0447569468021793	4.9924554864843	1.97771539249098	0.396179286168309
Gene50	0	0	24	3.45094985275125	4.98805431303571	1.98545405438695	0.398089804547636
Gene51	0	0	24	20.0564245489936	5.00149576678291	1.98660469531196	0.397204014096296
Gene52	0	0	24	1.40937605115181	4.9889541611003	1.96123289004684	0.393265194598221
Gene53	0	0	24	6.10551504008311	5.01333849106721	1.94300716795854	0.387578337296471
Gene54	0	0	24	7.97944057541257	4.99100157574922	1.97927441489491	0.396598625164257
Gene55	0	0	24	9.15916781103037	5.01325276263024	1.98650739322354	0.396377352908024
Gene56	0	0	24	0.805041514958881	4.99449634290036	1.96956138285637	0.394477479222953
Gene57	0	0	24	4.52913938107095	5.01841142923337	2.01305761297083	0.401137897452353
Gene58	0	0	24	13.1098313936838	4.99180588539431	1.93086171878055	0.386895101911951
Gene59	0	0	24	10.7646798896842	4.99482300065745	1.9733951385109	0.395165361097265
Gene60	0	0	24	12.4944066244575	5.01213081014079	1.97562721848252	0.394218305358537
Gene61	0	0	24	6.80542603905073	5.01500573401395	1.99999085795232	0.39888248350894
Gene62	0	0	24	22.4578912265642	5.00542296421925	1.98622602005577	0.396896768001403
Gene63	0	0	24	23.087844241121	4.99581023960136	1.96674710832093	0.39375039289818
Gene64	0	0	24	16.3070700646845	4.98163662204748	1.97750545604011	0.396959358532627
