CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample97	Sample98	Sample99	Sample100	Sample101	Sample102	Sample103	Sample104
Gene1	0.00989437966624984	0.013400965687923	24	1.12248722148475	1.62533046136179	5.10628360472403	1.90776632638933	0.373611509674937	7.02747208360186	5.84334066010191	3.27920630516391	4.3892203181823	6.93199157177405	5.71029910574972	3.42255021893423	4.24618857428428
Gene2	0.000140486259117445	0.000577339560008105	24	10.2343743277104	1.95654334129639	5.02960629864848	1.99486229700554	0.396623946001815	3.06076034628313	5.88870362916609	6.84095892998635	4.47346913708046	3.21366093089524	5.82975639646534	6.80649394588843	4.12304707342281
Gene3	0.00611513493951854	0.00959989786423633	24	5.48581166310891	1.73382437007154	5.01448574808265	1.97153255662953	0.39316744640931	5.37419198810056	6.89110055058035	4.56014698680271	3.05740492684405	5.55350296647707	6.97971735046758	4.59786944973719	3.10195176565168
Gene4	0.00115823516596203	0.00279228085481728	24	6.96400815156257	1.84814155727556	5.03427447957672	1.94373798175196	0.386100914766845	4.67117070227234	7.21463904451077	5.1963721724714	3.05158886490755	4.60121816615355	6.89077689961042	5.33748533560028	3.31094465108746
Gene5	0.00498055830464217	0.00823232777626805	24	5.79380698468209	1.81400696839703	5.00484610645294	2.02795696939945	0.405198666705202	5.34439763700398	6.96976768818242	4.56514706249451	2.82130207810424	5.29260212707662	6.99162135610513	4.91982811212277	3.13410279053384
Gene6	0.0177109257759116	0.0179018791535495	24	15.3660089637511	1.55280058923341	5.04901572789683	1.91404299825852	0.379092302621092	3.63599850424563	3.56573505505223	6.37470120119303	6.70685930096095	3.87034924282701	3.73883063726195	6.09659583673767	6.4030560448962
Gene7	0.00241068759479068	0.00482137518958136	24	18.5105876511375	1.8351882865494	4.9493069926699	1.97348851497541	0.398740372722528	5.18444350252166	3.05109107408705	4.66306997242383	7.06088649982128	4.80638646104907	2.92875542317199	5.0275123339266	6.87231067435776
Gene8	0.000545430615310649	0.00157638906159147	24	7.23125293673248	1.89571955435306	4.98758896790217	1.97061323234474	0.395103374601776	4.53677984881616	7.0044444860021	5.60642350858573	2.92740574108545	4.57818704730004	6.85452259780012	5.2822141946858	3.11073431894199
Gene9	0.00017462078562791	0.000686269944657267	24	7.59372191525518	1.96496202963923	4.94476600791641	2.01466845749143	0.407434538715484	4.25186753792349	6.84818509968041	5.63298354008463	2.94850450961745	4.20294051291706	6.88958285108601	5.5936403379003	3.19042367412196
Gene10	0.00309902442333798	0.00584721589309053	24	11.7600050759146	1.80823368206782	4.95394646012884	1.97255080963839	0.398177660076505	2.91769386049287	4.93332104373041	7.08345066880743	4.95623184507547	2.91754572654076	4.88691517710636	6.7485054128419	5.18790794643556
Gene11	8.46106930962875e-06	9.35601551918682e-05	24	9.5401174143376	1.87435740527988	4.99122936652948	1.88147537927366	0.376956304971795	3.40061495341846	6.26128804826867	6.54507998044753	3.89406821909009	3.41378904925659	6.00627323790524	6.40084714971404	4.00787429413522
Gene12	0.0130780028430824	0.0160634731738903	24	4.21349846765755	1.54481302128177	4.97019542807194	1.8654678417601	0.375330883615527	5.91183341971846	6.67198986770294	4.07486621687987	3.42609939039437	5.95805657282106	6.5623433067737	3.936475165476	3.21989948480916
Gene13	0.00015843711044039	0.00063459456785203	24	7.82787105699848	1.97862466220639	4.95129654964271	2.01362174488224	0.406685748812105	4.08897585751563	7.04601556649271	5.87373420599329	3.19866543924301	4.35198539169844	6.60986892190845	5.61053291894055	2.83059409534959
Gene14	9.32660696228993e-07	3.9408198432211e-05	24	9.16149590456044	2.13357850422123	5.13495078268125	2.13430477508489	0.415642693652159	3.62679427875516	6.56944641606095	6.69041264928809	3.55181175029492	3.53939885971056	6.46082730179048	6.8483952169039	3.79251978864595
Gene15	0.0159385955970964	0.0173457678122246	24	3.59374520347053	1.61912669474295	4.94282465168152	1.9888811980936	0.402377453834419	6.06742282517163	6.52455989360494	3.82820430501161	3.22991279421173	6.26079028883401	6.45696550591051	3.67056563571682	3.50417596499089
Gene16	4.48632031628815e-05	0.000266928232817484	24	9.99474557594956	1.9866485775696	5.06820910629694	2.01205843633308	0.396995939617649	3.40339714113121	5.98683324802246	6.79603908971911	4.24477935175538	3.15741387301962	6.011426368563	6.90815801408908	4.03762576407568
Gene17	4.26720075463738e-06	7.0577426691451e-05	24	8.44229166416002	1.9833388233219	4.99907331465791	1.99136771047105	0.398347370628095	4.03702503830148	6.62473750598349	6.23137171480588	3.25089516008834	3.86488202156413	6.57682244343374	6.11340226859718	3.29345036448903
Gene18	0.0110721422951368	0.0144419247327871	24	4.81073011819841	1.66018552649684	4.9756819038269	1.95496232740437	0.392903398004758	5.68702395603986	6.79684968567967	4.30494411008812	3.33859876910766	5.69376613148675	6.96394902958078	3.98053899330009	3.03978455533229
Gene19	0.00325537530489539	0.00607724076831747	24	23.8043158144659	1.78748587203971	5.04127833220505	1.95459828802672	0.387718780679143	7.04438286339615	4.92609536631953	3.15353225019994	4.85337451124187	6.98115071300026	5.31321691919947	3.01892160135867	5.03955243292452
Gene20	0.0172636453420669	0.0176519891023179	24	2.60647223627164	1.64781937583106	5.02440913653174	2.03048842844577	0.404124818116898	6.58574671384834	6.51325982960462	3.35016398387117	3.63258231444281	6.62426321983902	6.1067640427916	3.64812372596248	3.73436926189389
Gene21	0.00151142614616329	0.00339247508748798	24	11.3614943076911	1.85049678226141	5.01865529304228	1.97700079882051	0.393930382419642	2.84583272249315	5.09163985633732	6.98453087779186	4.95844426978416	3.0695323624788	5.21409565463132	7.04954337560236	4.93562322521929
Gene22	1.04973284562604e-05	0.000109728172016659	24	21.6268766185321	1.9302218863045	4.97424023864832	1.94008605475012	0.390026609425947	6.52617016624813	3.82533076638224	3.4671532682936	6.10697523831037	6.68626945691945	3.97731405548042	3.24102911930383	5.96367983824853
Gene23	0.0081274472688273	0.0117448659954152	24	17.1665800309186	1.66229577108292	4.92823183788924	1.9228214864564	0.390164576202231	4.17917287462815	3.06434836004965	5.45614883542947	6.87040359636617	4.2863793945615	3.18131847792207	5.48498947981135	6.90309368434558
Gene24	0.0128696657392797	0.0159146732142783	24	13.7539700655747	1.67128372181139	5.04007921443041	2.01581931796274	0.399957864192131	3.34607768987876	4.01576026226054	6.74515772629213	6.04447472257297	3.22057935172363	4.04478230724854	6.86944116693909	6.03436048852762
Gene25	0.0062556602171745	0.00973007596481644	24	0.511744057204967	1.78191659821161	5.05721225039162	2.02594752708524	0.400605595885037	7.15329584452463	5.57559499597551	3.10276743614127	4.46465410999212	7.03244101856943	5.46119118081095	3.03343312898976	4.63432028812927
Gene26	0.00723694982119982	0.0108283538471818	24	17.2744635550528	1.63319596573362	4.9546614621191	1.87843316302271	0.37912442199821	4.45753307930617	3.19031839119811	5.54250947479083	6.76531740255033	4.45034518755564	3.06766764519705	5.42721644326856	6.7363840730861
Gene27	0.000525162665518497	0.00154157338214823	24	7.24154680269804	1.92420375432883	4.97381020702541	1.99937174816752	0.401979903725205	4.36121899510583	6.98832317049823	5.55307219774798	2.95161890289625	4.64316078190897	6.87240271230365	5.35730676310354	3.06337813263882
Gene28	0.00262648289593947	0.005133191327569	24	6.39454950150233	1.77551480570058	5.00965329002735	1.92093521072397	0.383446737631116	4.97242910635103	7.24420352393858	5.07477548182597	3.17072836883675	5.01239595238231	6.89021030535252	4.72767056287061	2.98481301866101
Gene29	0.0152428209475501	0.0173457678122246	24	2.26739654576367	1.44182648765256	4.97845054526326	1.76598104563275	0.354725035345181	6.66581651926146	6.19783926787841	3.78308002623631	3.90118569824182	6.47349154873098	5.85653012922664	3.29897932331482	3.65068184921567
Gene30	0.000165407416238494	0.000658993690193203	24	7.65718394334329	1.84648860230024	4.98236959911716	1.88915775229109	0.379168529092228	4.38262785541817	6.87299734663263	5.62200966120827	3.37772370708415	4.22312165738633	6.80571336013658	5.53200201070228	3.04276119436889
Gene31	0.0159323057214631	0.0173457678122246	24	2.57864573306806	1.69049565756663	5.0198557683655	2.08232149975343	0.414816997905788	6.59900594540947	6.13670731075383	3.37256016641602	3.6032907146069	6.59013266793036	6.45895157008351	3.58483061553765	3.81336715618628
