CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample89	Sample90	Sample91	Sample92	Sample93	Sample94	Sample95	Sample96
Gene1	0.013791838555127	0.0165922821317963	24	1.42511782529468	1.58023110483675	4.98298657486056	1.88098141003592	0.377480730035592	6.70481492387027	5.95157477876932	3.42423636991526	3.91925487805702	6.67353244132472	5.68656626586153	3.07852083247027	4.4253921086161
Gene2	9.36420300843288e-05	0.000421810946325805	24	10.156653125753	1.84929622568068	4.95727018165511	1.88115983460146	0.379474946022285	3.20729522927838	5.76064952156871	6.68604241153674	4.05114602615855	3.17816782352671	5.68937782570259	6.68562867276741	4.3998539427018
Gene3	0.00426434334867187	0.00739909198728491	24	5.89393422367902	1.74701967268245	4.97590903232352	1.94226490259234	0.390333683750121	5.3040196739305	6.98970257642338	4.69185301579756	3.10417477727681	5.27833202835485	6.86769542235447	4.75006763026132	2.8214271341893
Gene4	0.000870463431269952	0.00227077416853031	24	7.15707829691863	1.94628410589898	4.98761029334789	2.02950205838009	0.40690870758024	4.37503847221067	6.67538134824438	5.50136071846186	3.08233516869492	4.75167076102272	7.17284240398686	5.47738671896493	2.86486675519681
Gene5	0.00579499356336943	0.00922769675695769	24	5.65639302222715	1.76271746501861	4.94162743318703	1.98566898029947	0.401824906297892	5.28556931979541	7.12259449148111	4.65944350258903	2.99994703785067	5.31467081209278	6.88845817679365	4.29048719972443	2.9718489251692
Gene6	0.0162467646639646	0.0174242122155307	24	15.7225160872398	1.57852911082962	4.96583886343351	1.9338604416691	0.389432781621106	3.80434636157387	3.48456269493949	6.10292082526871	6.56302205032737	3.64321227828174	3.51170710141618	5.9246645500465	6.6922750456142
Gene7	0.00159855145850218	0.00353962000934376	24	18.7621394603841	1.8500608712917	4.99548686925624	1.96445818805407	0.393246592267902	5.10788609166542	3.05730744389798	4.93985614138415	7.06212574963659	5.15907271955489	3.1369308566419	4.48775286322752	7.01296308804146
Gene8	0.00091331668206529	0.00234987139467913	24	6.99656670032485	1.88335084067399	4.96105975675259	1.9778264561279	0.398670153778301	4.58842688557559	6.93256527946846	5.443048597241	2.89510552526555	4.82250932712254	6.83315603988377	5.24632180015173	2.92734459931211
Gene9	0.000282628766110959	0.000970121622806496	24	7.57815262814698	1.99807239074569	4.96702807857303	2.04971705919932	0.412664681329562	4.3160521103558	6.93805964800089	5.71544311891115	2.8126574920616	4.18285827298848	6.91876759078119	5.56021028894912	3.29217610653601
Gene10	0.0023529999526346	0.0047251175694512	24	11.4406127037813	1.80131012122579	5.06372645854374	1.93219820998723	0.381576340232033	3.12220825053461	5.01336896987742	7.18827599731799	4.67709620110624	3.24960946539294	5.04445895970891	7.09856880021484	5.11622502419694
Gene11	1.21554741361329e-06	4.502027457827e-05	24	9.37569248764791	2.00149830755696	5.0663415624469	2.00518125663147	0.395784854202176	3.57185081397024	6.4911045602899	6.77748877760058	3.89454836083518	3.50134610643956	6.23330239062602	6.39720222959636	3.66388926021732
Gene12	0.0144670509789975	0.0170534982070697	24	4.19766169764323	1.63088875631204	4.9553322138046	1.97051919307507	0.397656324148275	5.92904755317672	6.73088758924385	3.79412633790084	3.10118543297564	5.94654367543872	6.51609148703244	4.20298659291404	3.42178904175454
Gene13	0.000215268809299785	0.000784748198909194	24	7.83358974936464	1.8356322590202	5.04209912465845	1.86778863382958	0.370438697782663	4.45079278580061	6.7974328114718	5.62470458606945	3.36813963063856	4.28975403835954	6.62460461911493	6.07341197584156	3.10795254997116
Gene14	3.65965184956352e-06	6.47373129560234e-05	24	8.85297420151729	2.12527722226826	5.02385297393884	2.12587685959174	0.423156662947681	3.67401963971214	6.43942147779791	6.58794136085495	3.40959087142766	3.75946900450861	6.56665161417198	6.50813671282616	3.24559311021131
Gene15	0.0154994581316616	0.0174242122155307	24	3.82034813357178	1.66998943453353	4.97165007944495	2.04111466375883	0.410550748975219	6.39972710591535	6.66847609763431	3.97064605611126	3.14052780096443	6.05175969217768	6.62462471396325	3.6295110392778	3.28792812951556
Gene16	3.7945659440819e-05	0.000226316060283215	24	9.82374641855635	1.91762965470399	5.04254872226322	1.93450261210058	0.383635879125889	3.2934686070772	6.20320695013395	6.80039775370246	3.9911451969418	3.42765315748807	5.86224329954281	6.60258483839231	4.15968997482717
Gene17	1.1550863626697e-05	0.000111423121800936	24	8.2405061936439	1.94627246330237	5.02953928694402	1.96084512302137	0.389865753332805	3.90118428362315	6.6710183228096	5.93963531987512	3.2998082148326	4.06719890717114	6.67942353456717	6.22450893426148	3.45353677841189
Gene18	0.0111100213511383	0.0145165784204769	24	4.70303198736461	1.6613758585111	4.96134959597973	1.9662551066777	0.3963145649464	5.87143025230449	6.82760016049277	4.00806658592375	3.14447103336023	5.6391242051769	6.74342865029987	4.29267531157658	3.16400056870325
Gene19	0.00292275372516082	0.00559365898815034	24	23.7876926428035	1.83026434651985	4.94969276474005	1.99957397590788	0.403979412652069	7.13829850743777	5.18923475335736	3.04888637509982	4.74189425407406	7.00006335582738	4.90684467252812	2.79557491083909	4.77674528875681
Gene20	0.0153017296133422	0.017370098237772	24	2.36717876991728	1.67587156316469	5.04752015798312	2.05703070033083	0.407532934183026	6.61547662784734	6.26023655741103	3.37522136231	3.68337144937999	6.73728349760116	6.24024171007704	3.53266883592048	3.93566122331789
Gene21	0.00205623334831584	0.004283819475658	24	11.5459137426065	1.94954668889384	4.9920284859947	2.10263336217856	0.421198189889654	2.94179959952926	5.07064996909477	7.07637105985909	4.90403801187679	2.76474504149629	4.98902031917515	7.16607803919625	5.02352584772999
Gene22	3.75799665386367e-06	6.47373129560234e-05	24	21.536285604345	2.00693165776002	4.95953756784316	2.01444564247521	0.406176103098109	6.56667861040781	3.77076778140203	3.34142486111235	6.19175575015615	6.71336655128594	3.79491303470084	3.31043985399239	5.98695409968781
Gene23	0.0109411709448304	0.0144025944863937	24	16.9310765207493	1.63283961771995	4.98131104835104	1.9115469927573	0.383743752237691	4.40928010897413	3.23867746574299	5.40517568668865	6.89516793659915	4.11522234849731	3.16760640703595	5.87714241125678	6.74221602201334
Gene24	0.0133918358970577	0.0163514479817554	24	13.738958291291	1.54197030666015	5.02683044639074	1.85882373511709	0.369780471997363	3.5617908483711	3.96815942760926	6.72075310709566	5.89679725591404	3.38514665315597	4.14379890399859	6.68845302840314	5.84974434657818
Gene25	0.00844885330156808	0.0121119365006231	24	0.776467426711338	1.78924773333786	4.97403601691008	2.06348480188577	0.414851198276532	7.13808853795516	5.37252999738966	3.02639881291079	4.30789882910603	6.83838251560384	5.75299480768987	2.96183882341098	4.39415581121429
Gene26	0.00825913996643735	0.0119351733619037	24	17.1457534819119	1.71667753582617	5.02563037419553	1.98788505419866	0.395549395038202	4.34196410569709	3.14910330792861	5.56354324346148	6.84911832119012	4.3558294139254	3.07286404261732	5.73061392256496	7.1420066361793
Gene27	0.000864307785797824	0.00226061321481558	24	7.12580076920026	1.87108671742876	5.00806132673307	1.9537161064527	0.390114253598242	4.51930969072753	6.96136266623257	5.20619690529722	3.28382644262532	4.65587947496875	6.94035630461483	5.59218463884396	2.90537449055443
Gene28	0.00323730092248242	0.00603052653211434	24	6.11528641401258	1.9496043001767	4.87728196827001	2.14122851460523	0.439020858038423	5.11737700429033	7.03696589561209	4.77095042026482	2.78554796254268	4.99748986145746	7.11835752011286	4.59795449088378	2.59361259099609
Gene29	0.0155487377997919	0.0174242122155307	24	2.48165071792057	1.64730876773528	5.03633527272004	2.02618503820095	0.402313374404608	6.60209796245928	6.21214585799782	3.49969057421538	3.68896161871721	6.70417940698766	6.28374833498626	3.51941270905059	3.78044571734612
Gene30	0.00030619085845629	0.00103359895690881	24	7.59268637442744	1.94556717936163	4.98001567251127	1.99485393863046	0.400571819410463	4.11420714746529	7.00175575315352	5.65545037305354	2.9589036865548	4.5069485866689	6.66628427701264	5.7301820064977	3.20639354968378
Gene31	0.0164036902321821	0.017446829567751	24	2.76551958830726	1.55188754845907	4.86954942907725	1.91534141841188	0.393330316553502	6.19534363523141	5.91991793827922	3.49306817295219	3.54846286395096	6.30103210492048	6.32101437166639	3.47491503719447	3.70264130842286
Gene32	1.11015364345768e-07	2.21026258065202e-05	24	21.1682978465025	1.99279127325239	5.01018934213639	1.99352794895365	0.397894732677626	6.59776630351342	3.64660748300877	3.51882252224887	6.3824099349236	6.46613198314099	3.69680005054469	3.547532592763	6.22544386694782
Gene33	0.000931465713594593	0.00238023606540356	24	7.17076946456062	1.89759282942013	5.01923443481511	1.97757444735528	0.393999219011997	4.31794607789891	6.86977784412141	5.48452917596017	3.31312324234896	4.77187355496151	7.11400442559399	5.37205274388183	2.91056841375411
Gene34	0.00242779994565134	0.00482797295122583	24	11.6055656419649	1.9288909775677	5.02512729206424	2.08688607545366	0.415290191504066	2.6985663909814	4.91299060270104	7.24229854381755	5.06800851721046	3.0010469020593	5.14090428644302	7.03920513251611	5.09799796078501
Gene35	0.000516175199751334	0.00154366180946672	24	7.28067622105895	1.97854092952	4.98508397106637	2.05254490382825	0.411737277795381	4.59323531442245	6.92932384421602	5.42600723521946	2.82313341292396	4.47167996492211	6.90592593595467	5.7178368231455	3.01352923772682
Gene36	0.000155265304488061	0.000613696855684036	24	19.8004314109801	2.07022070391542	5.01926865933843	2.1085460902161	0.420090302656566	5.83439594921794	3.12576356547997	4.01955638998499	7.17193240552	5.63979065847596	3.22533496803347	4.13733401436155	7.00004132363358
Gene37	0.000516612152234863	0.00154366180946672	24	19.2498035457715	1.81330050965788	4.97661047503217	1.88349573756931	0.37846959230964	5.34647982691336	3.24361164228902	4.63201072361715	6.79819365177567	5.55196326260165	3.01968915538145	4.41137658725566	6.80955895042341
Gene38	0.00101095639716642	0.002519353380704	24	6.94481037783707	1.88427741082847	4.9958143474648	1.98349583780913	0.39703153477184	4.70760715494686	6.98139224106199	5.5108956950534	2.94164575812736	4.76705084831475	6.9854279048697	5.0820770838715	2.99041809347283
Gene39	0.000177640824907677	0.000684111007346638	24	10.2076192694625	1.86159729590469	5.01578491448871	1.89651748795873	0.378109811383739	3.61187035445292	5.81438651463718	6.76062432467846	4.16869642939596	3.02316714906787	5.73916434918808	6.75339455407051	4.2549756404187
Gene40	0.00305426694425515	0.00578417978913291	24	6.23187286402656	1.77670224894298	4.90343423064061	1.9390042330826	0.395438001587976	5.21237465616017	7.08038458877966	4.79190738384055	2.88849840126764	4.81310500894279	6.78322680251989	4.72065154280254	2.93732546081169
Gene41	0.00953949465491788	0.0131167520105352	24	0.975782405460805	1.79617062035035	5.01720731824547	2.09296934779793	0.417158234659087	6.89684803667608	5.55951488069236	2.97589362505273	4.43504613808175	6.8925594885535	6.00019133484573	2.96521704791122	4.41238799415038
Gene42	5.78029250197787e-06	7.84655090766227e-05	24	21.049780345448	2.10508172393533	5.01099612124169	2.10514982473075	0.420106057517584	6.32455416062689	3.52390877705921	3.36352192294711	6.70319417373491	6.40855015513715	3.7625687419103	3.44042042298611	6.5612506155318
Gene43	0.0180900754344294	0.0182237160185655	24	2.408698821066	1.56966370999834	4.97642808788654	1.92821064591102	0.387468805307287	6.52723730612903	6.37829202129427	3.1549887906213	3.94781667404221	6.36637711055738	6.07240266266658	3.61549800219222	3.74881213558936
Gene44	0.0167223057608589	0.0174650326373649	24	14.597213188002	1.67298716694358	4.99598234636489	2.06125815629116	0.412583154500325	3.32973633546978	3.7707151181685	6.39509303970778	6.45298660043506	3.25794005018001	3.74539925212477	6.57077583840408	6.44521253642914
Gene45	0.00913639959946	0.0127543968349837	24	5.04170722643162	1.76068319259902	4.98813611565742	2.04979624518372	0.41093430444882	5.50438573098634	7.0992827499505	4.28817638483971	3.0964112587257	5.771039182737	6.86984211084912	4.23216677842826	3.04378472874275
Gene46	0.00444894103069871	0.00760069652169483	24	12.0591634167094	1.76185000526767	5.00501612906925	1.95367749343648	0.390343895614935	3.10195616016013	4.80282898913897	6.88346444919779	5.17473184984651	2.82381182323438	4.81824417130356	6.98422802678539	5.45086356288731
Gene47	0.000101204883820039	0.000448470681624988	24	7.78760255481768	1.82435067113972	4.95064614469965	1.85883931128879	0.375474080949804	4.29410436292638	6.65269969063507	5.66999674863849	3.27117610713301	4.28289995669634	6.62605108697768	5.75612834838515	3.05211285620506
Gene48	0.0156476329045263	0.0174242122155307	24	14.5668327454192	1.61940283349496	4.99083162886402	1.99442960666437	0.399618691828786	3.59743063667104	3.83165782714492	6.59009295547582	6.20624855580668	3.40704097339347	3.63534984698415	6.42453981500809	6.23429242042803
Gene49	0.00343651937318445	0.00630756652504707	24	23.9197738057117	1.73377305508447	4.93083078865774	1.90784201999789	0.386921008197331	6.90629869756152	5.14765824509566	2.92712691298306	4.72959220513737	6.86258679581377	5.00265360302697	3.10627897895973	4.76445087068388
Gene50	0.0166613022458351	0.0174650326373649	24	3.56075795278769	1.5773391766985	5.00186986329539	1.93871687250909	0.387598423288806	6.3523485109949	6.33666358226223	3.90812425376864	3.50576139156916	6.23662081357986	6.61294475446013	3.80235583719556	3.26013976253262
Gene51	0.000111076000025245	0.000482240231658082	24	19.7509533605096	1.96471990825432	4.94214053899172	2.00410396345951	0.405513349458165	5.7898360652174	3.17190550856876	4.17260291803938	6.95370131795478	5.60903113270223	3.12437481060017	4.0370790006398	6.67859355821124
