CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample17	Sample18	Sample19	Sample20
Gene1	0.00932082122748279	0.53773968620093	24	9.01780229503826	1.94860296937736	5.03348782372866	1.94863683093964	0.387134507756918	3.88315452918869	6.46577820174874	6.35690826336472	3.4281103006125
Gene2	0.173274173474918	0.627825457860957	24	9.33644681392165	1.80941728460163	5.20810868303051	1.82068854050974	0.34958727847636	3.51227398164607	5.96698404847342	6.99821575050774	4.35496095149481
Gene3	0.168853915094443	0.623844513895725	24	8.67241332752141	1.90053934569266	4.90883596158723	1.91176077589999	0.389452976400099	4.2992354890925	6.87460575547581	5.62095631452098	2.84054628725965
Gene4	0.304089202619765	0.689573148641199	24	8.38774377504637	1.45066690651566	5.08991161712667	1.48084421443136	0.290937117542194	4.79304043142649	6.88684698385435	5.31823084481398	3.36152820841184
Gene5	0.889252736211518	0.894425936057458	24	15.9053990385785	0.452290619424759	5.02480812758166	1.85279829747035	0.368730158530862	3.92077762521621	3.5204142330066	6.37900310100692	6.27903755109692
Gene6	0.725993968760874	0.894425936057458	24	18.8760192087259	0.769120465691587	4.94462155984613	0.989722863141759	0.200161498946455	4.08636146756202	3.08575884764552	5.8796533272125	6.7267125969645
Gene7	0.780885076890081	0.894425936057458	24	23.5789757655905	0.623379830194246	5.06520501743542	0.906778307964445	0.179021047488332	6.86446725231683	6.12455390947986	3.31768697891309	3.95411192903188
Gene8	0.0252363442279526	0.546569942247324	24	21.0482145027615	1.92420393548439	4.9726493689814	1.92444921767427	0.387006819680205	6.34319665641566	3.67273270914366	3.55154750836237	6.32312060200391
Gene9	0.855821464781058	0.894425936057458	24	5.27887426164709	0.514490883009481	5.01160759437212	1.13691857006916	0.226857061064774	6.22863518074693	6.69298697524494	3.73902269644812	3.38578552504847
Gene10	0.195170893502444	0.644128361394205	24	9.38068765210322	1.70049894115533	5.07653587869744	1.71407444932201	0.337646475919681	3.19437165360313	5.64563483418876	6.90037184534632	4.56576518165153
Gene11	0.226071647115904	0.655947841981923	24	8.55575896645806	2.00525747601233	4.95882685338491	2.02709379501	0.408784951550849	4.16968108944974	7.12203731145872	5.6123211555429	2.93126785708826
Gene12	0.113296336020552	0.581288165294627	24	21.2179004759627	2.02040601194995	5.04681450101366	2.0256739661397	0.401376742841021	7.0248116071407	4.0759033084109	3.16508803902614	5.9214550494769
Gene13	0.27800628848676	0.66901849993486	24	21.5546899251085	1.54390880632281	4.97198341266288	1.57021339451629	0.315812275342109	6.99777437895095	4.73355208224678	3.04997961538155	5.10662757407225
Gene14	0.416038345465207	0.765010483455145	24	20.1184079667538	1.41903750759367	5.06280125067046	1.48103925688816	0.292533556732456	4.96340654300532	2.96214092771946	5.2098530954198	7.11580443653728
Gene15	0.312913921199768	0.692740654403304	24	21.6321011134341	1.85362369580634	4.96578363527073	1.89475625314792	0.381562386184113	6.87885342803765	4.59944318502708	2.74651607177297	5.63832185624521
Gene16	0.316334426823645	0.695529212101528	24	9.63984653234479	1.45671738405876	4.93902588648899	1.4898499829665	0.301648547144099	2.68394880263616	4.9690488083945	6.9402765507599	5.16282938416539
Gene17	0.0519781871994732	0.550119714088967	24	8.9005833766804	1.9306435699497	5.03170680616474	1.93169017942089	0.383903564701787	3.89000187127353	6.58917550600301	6.20365569085921	3.44399415652321
Gene18	0.123299539662294	0.591100381802118	24	8.76255164152447	1.96022296635031	5.01852095047161	1.96629388648252	0.391807448028634	3.89727873381899	6.77634974221862	6.02751147314237	3.37294385270645
Gene19	0.613108170490558	0.868425170666513	24	22.5221882919104	0.938381788204979	5.05430780596077	1.06690343015861	0.211087941438859	6.94813246502802	5.72846317068944	3.15706825064419	4.38356733748142
Gene20	0.553354269176837	0.83504165368738	24	10.2933568921886	1.07531678271829	5.07242518924166	1.17942188234079	0.232516368076218	3.1904001178832	4.55944549316192	7.01978647793273	5.52006866798879
Gene21	0.128546441974198	0.591100381802118	24	20.7522668613917	1.86285924566826	5.00336480525558	1.8691402388237	0.373576645232893	6.07317956384812	3.32276984102703	4.05501779243734	6.56249202370983
Gene22	0.758986258923734	0.894425936057458	24	23.3767182120603	0.775126565211037	5.08204248625225	1.06439074841175	0.209441528930759	6.77999000262204	6.1190404811016	3.15429373410713	4.27484572717822
Gene23	0.216977079954544	0.655947841981923	24	21.4253876634532	1.7753705479674	5.09963705054646	1.79308804866185	0.351610914833577	7.20804942287095	4.60403400780216	3.10004062969885	5.4864241418139
Gene24	0.114389784912331	0.581288165294627	24	21.220033579591	1.901120096941	4.97550241781822	1.90617470452604	0.383112004468065	6.50680896623014	3.95450049730132	3.31237404919042	6.12832615855101
Gene25	0.599263719578252	0.858544010857095	24	10.465328378386	0.822092767098904	4.91596616978805	0.92585254773921	0.188335825707915	2.90365303256212	4.23869281148058	6.67134966986399	5.85016916524552
Gene26	0.356269166956972	0.718658814658511	24	20.2673086862104	1.54002444768271	5.04317940109573	1.58614332211108	0.314512571527092	5.28882704847599	3.0077294211838	4.94065069040817	6.93551044431495
Gene27	0.529729705783947	0.826961821143394	24	10.2131097336073	1.13360758987378	5.14135848895796	1.2295289104714	0.239144753884027	3.03565966832133	4.62039408866739	7.1853124587883	5.7240677400548
Gene28	0.712875718298292	0.894425936057458	24	11.0365332747447	0.741944472252719	5.03918650200726	0.935219317557264	0.185589344070663	3.16424473162082	4.1277932949359	6.85421310733359	6.01049487413874
Gene29	0.832638643536592	0.894425936057458	24	5.75064939571547	0.513543650116218	4.91946437213808	0.937252797406721	0.19051927740649	5.9923245396713	6.50630090653211	3.81157741442631	3.3676546279226
Gene30	0.438702618250942	0.779223123003449	24	8.05811101030158	1.19336888468038	5.00858948891012	1.25309877300378	0.25018995383398	5.25259145158568	6.86759791812667	4.78620964472088	3.12795894120724
Gene31	0.434385453868666	0.776001908233695	24	21.9302180028911	1.61672382687896	4.89689240500847	1.69559460528094	0.346259314079825	7.00936311880113	5.04062915971559	2.53422813514551	5.00334920637165
Gene32	0.247580916409832	0.662587342776098	24	8.51062357797168	1.80676333908719	4.99147676219524	1.83067150296931	0.366759496274643	4.3585387388129	7.01408051136517	5.50308036054816	3.09020743805472
