CycID	meta3d_Pvalue	meta3d_BH.Q	meta3d_Period	meta3d_Phase	meta3d_Base	meta3d_AMP	meta3d_rAMP
Gene1	5.36792832406263e-13	1.13406936423858e-11	24	8.97664643362586	4.97796107991372	1.98652047182391	0.399287075452207
Gene2	2.82512642957311e-06	1.61128883815957e-05	24	9.18618687308978	5.00751147342725	1.94830171977024	0.389272766675629
Gene3	0.0148523578171188	0.0437979547896736	24	8.58416461662694	4.97381291042855	1.79775776261331	0.361560149591075
Gene4	0.206277164124624	0.457039506923096	24	8.38103664940954	4.985326972483	1.59643593880581	0.320364247828511
Gene5	0.999999999998264	0.999999999999337	24	14.5575430058192	5.00572288161083	1.67134283615612	0.334309006033701
Gene6	0.999990657498064	0.999999999999337	24	18.8492798567121	4.99080423017544	0.942192580925296	0.188827878088086
Gene7	0.999985143331615	0.999999999999337	24	23.0942358878897	4.99213701490785	0.903042966553575	0.180990287515235
Gene8	9.99200722162641e-16	9.66968440802556e-14	24	20.9855206647972	5.01583537371207	2.04756385122809	0.408330959578172
Gene9	0.999999999959006	0.999999999999337	24	4.95374339225318	5.01243283119937	1.16817918702767	0.233244342321301
Gene10	0.00960683718149968	0.0294086852494888	24	9.3950926950096	4.9820918659779	1.80241953253876	0.361993556592218
Gene11	0.00416797574184469	0.0137365475246237	24	8.64095722444886	5.01109079315761	1.83049625882495	0.365356138231935
Gene12	0.000483507560307017	0.00194179743095188	24	21.2878599412896	4.98332136639538	1.90453288711494	0.382191092997421
Gene13	0.139437541005073	0.323185441309334	24	21.5733547669227	5.0043779624841	1.60534110851272	0.320869921405783
Gene14	0.416995345532373	0.83144422431704	24	20.2724968165019	5.01678281208322	1.47352151233008	0.293761423799726
Gene15	0.0089593599728981	0.0275108289853575	24	21.3919184913342	5.00144376854632	1.79388785355067	0.358643259823132
Gene16	0.496667330565528	0.966905899867998	24	9.76956709931786	5.00212704975497	1.431043995406	0.286225385002264
Gene17	4.85764279911649e-08	3.42087521064542e-07	24	8.86300389305098	5.00570028391184	1.97367448669084	0.394395553799969
Gene18	3.86591271661629e-05	0.000184971900316569	24	8.77102768293603	4.9905226310797	1.88788836247265	0.378471177994498
Gene19	0.990580308056519	0.999999999999337	24	22.3662888100468	5.002960623378	1.09657903497393	0.219274366686423
Gene20	0.957293049687103	0.999999999999337	24	10.18240154646	4.99860006563726	1.18388658971605	0.236932720313
Gene21	1.52893253613229e-10	1.58165434772306e-09	24	20.8977150814623	4.99260487590344	1.98170139614313	0.39696358640788
Gene22	0.99999658897764	0.999999999999337	24	23.2705967201829	4.98911303910479	0.914559893143503	0.183370526901101
Gene23	0.0737040992340552	0.187555805330302	24	21.5174431457005	4.97981236849254	1.67478312375978	0.336475395883855
Gene24	5.15775898768389e-07	3.19036638413437e-06	24	21.1667381635155	5.00461150229455	1.92318436449506	0.384452846677373
Gene25	0.998133691274359	0.999999999999337	24	10.5549600549361	5.03169761259292	1.06538263548055	0.211843375806521
Gene26	0.147795190354263	0.340414212704166	24	20.4180244874338	5.02208191491769	1.58772730276659	0.316180084453126
Gene27	0.957565670270936	0.999999999999337	24	10.1786145749924	5.01082160800967	1.14598886765109	0.228733838949478
Gene28	0.999802240701773	0.999999999999337	24	10.8093889973037	5.00692046074593	1.02300959768127	0.204410186062567
Gene29	0.999989515849722	0.999999999999337	24	6.8840591145035	4.98591743901069	0.888278847393988	0.178147452033964
Gene30	0.472942077442077	0.927337406749171	24	8.24243259456657	4.99841623022743	1.47371516172488	0.294995512704467
Gene31	0.442114186052561	0.87374345069676	24	21.7386961950616	4.98955186285205	1.47489017536069	0.295712710689442
Gene32	0.00372261078298608	0.0124502032875789	24	8.64437290884177	4.98900782471005	1.85741402746003	0.372434840788904
Gene33	0.924533236148994	0.999999999999337	24	7.9019126593696	4.98912761431946	1.27520507528801	0.255597193264533
Gene34	1.27879928868424e-11	1.69004311279856e-10	24	8.9944631835473	4.98228702336552	2.01811368107339	0.405276805345964
Gene35	0.980881255614232	0.999999999999337	24	10.2846605878685	4.99150176651071	1.12233155291182	0.224964473336101
Gene36	0.999999988487421	0.999999999999337	24	17.985623882572	5.00387646913468	0.973975113107067	0.194545186843079
Gene37	0.000342625431188348	0.00141971863752078	24	20.7212762042506	5.02784620603844	1.88694054011789	0.375290904463806
Gene38	0.458117095848514	0.900033587128711	24	8.2504184536121	4.97665624429468	1.4852901725529	0.298536408838044
Gene39	3.12453801110113e-05	0.000151187323117797	24	9.22477454134846	4.9939401951781	1.95845846993556	0.392112126407304
Gene40	0.402446103502443	0.808665981585619	24	9.72137602491261	5.00015412572308	1.4659651061601	0.293248817274269
Gene41	0.999999999975511	0.999999999999337	24	4.7435702748576	5.01017160074249	1.25582363512533	0.251272605086018
Gene42	0.999999957711307	0.999999999999337	24	18.1699740351129	5.0116351435141	0.959262582387296	0.191512379677964
Gene43	0.00351131211553801	0.0117961213287951	24	21.3521678262853	5.01196096796611	1.78979998526614	0.357275236784146
Gene44	0.999996887546587	0.999999999999337	24	23.2768600796823	5.00858758595452	0.932779910484076	0.186208502007095
Gene45	0.7612939558771	0.999999999999337	24	9.9241121939196	5.00317119827048	1.35210660804542	0.270343146627043
Gene46	0.479674508910496	0.938697669100776	24	9.76207804274789	5.01546233576361	1.48473250842186	0.296139088154421
Gene47	0	0	24	20.9912115285236	5.01094027412253	2.01701919033669	0.402545127546295
Gene48	0.920130424601558	0.999999999999337	24	7.90215761813703	4.99854799381071	1.27641389054987	0.255324463438661
Gene49	0.829192362731225	0.999999999999337	24	9.98177644167156	5.02429967815228	1.33801496988593	0.266296890742288
Gene50	0.999561456363597	0.999999999999337	24	7.28378458414708	5.0118678423659	1.01381716818901	0.20232366452229
Gene51	1.29009025684468e-11	1.69748718005879e-10	24	8.95678846027135	5.0419771545494	1.96976361572086	0.390729738192134
Gene52	0.999999999901511	0.999999999999337	24	12.8879792376221	4.99584688106868	1.19001265225656	0.238252161919373
Gene53	0.997160364394191	0.999999999999337	24	10.5066826929013	4.98692687009586	1.01049072614391	0.202640523858176
Gene54	0.998165821763661	0.999999999999337	24	10.5586732986992	4.99640954919592	1.08001384440892	0.216167707008567
Gene55	8.49953440962281e-12	1.15902741949402e-10	24	21.0621300385064	5.01292844834809	1.98854890194826	0.39654750208135
Gene56	0.482321522172031	0.943262429280374	24	9.76027379081692	4.99840069460044	1.51306999406235	0.302732293424898
Gene57	0.792895223929717	0.999999999999337	24	8.05074776716397	4.99468917695365	1.32755851287206	0.265821197278127
Gene58	0.00132061711536346	0.00483152603181755	24	21.3179270374863	4.97553434999246	1.82653919541876	0.367143431591852
Gene59	4.59743354497277e-12	6.86184111189966e-11	24	9.06926137916634	5.02220047453597	1.95266225545673	0.388971300724309
Gene60	7.7140916987517e-09	6.12229499900929e-08	24	9.12271562482116	5.02643329848617	1.96683616969227	0.391325574371293
Gene61	7.2277561031231e-05	0.000332056176253741	24	9.24195103347975	5.01071796305935	1.89835520967905	0.378879795784116
Gene62	0.000388215431150862	0.00158239985523449	24	8.71709680923383	4.99671990979604	1.89589810637804	0.379534143119468
Gene63	0.317612861891431	0.664925740177456	24	8.31820985515406	5.01924951915075	1.59395921815158	0.317633157922533
Gene64	0.609571569614771	0.999999999999337	24	21.8296171818108	5.02003099415644	1.39265046870277	0.277542517484576
Gene65	0.065744614827473	0.169590579950489	24	21.5074727879641	4.99663702795633	1.66902037453259	0.334105768105029
Gene66	0.000550533040018841	0.00218754850338612	24	20.7085871066066	5.01375885701758	1.89556845194405	0.378235984441028
Gene67	0.00547998600845689	0.0175079425190316	24	20.6296234639213	4.98788050031755	1.79723759604036	0.360563298334881
Gene68	0.0165871397694993	0.0481717515087105	24	9.42193084997677	4.99356994721059	1.79825145786416	0.360109382738069
