CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample229	Sample230	Sample231	Sample232	Sample233	Sample234	Sample235	Sample236	Sample237	Sample238	Sample239	Sample240
Gene1	0.00534085424587472	0.00805558709785026	24	8.94732146674738	1.27542116382728	4.99436931426266	1.52585901464254	0.305515855682734	4.37477545704832	5.3618347328686	6.2813162790999	6.92824519583837	6.95697752359602	6.55039715911321	5.56175585771977	4.77012453332288	3.47543896617799	2.88375813239797	3.22685722300743	3.56095071096142
Gene2	0.100900729011697	0.110677216466212	24	18.3177338619312	0.819440577685034	4.96828187199007	1.84029984585486	0.370409709688576	4.77712383164433	3.61633937818155	2.94204262795462	2.91192371931126	3.41037785143554	4.08479928458233	5.37854119622324	6.13991092443849	6.81490958268547	7.08575892554392	6.66830674475565	5.78934839712437
Gene3	0.0365355632814799	0.0455934649935273	24	7.94043658945426	0.974215078118655	4.9651291429458	1.43890035815609	0.289801194839093	4.72308154672457	5.64319947328415	6.72013338409298	7.13078190154425	6.37092438635748	6.24026526327696	5.05123699048033	4.16349213407383	3.54508776003816	2.97034982906328	3.0667360732214	3.95626097319214
Gene4	9.7158867007785e-05	0.00022131860366238	24	12.0893452337988	1.69438241055239	5.00467091212626	1.78276760628704	0.356220746096894	2.87189708963903	3.12682514948768	3.56231781816998	4.0765353283764	5.09713104036331	6.14445158007147	6.93899415140675	7.20646853219889	6.77269205267125	5.80205412467442	4.58746239140067	3.86922168705528
Gene5	0.000259093835368929	0.000527328023138933	24	12.2757161667527	1.61828413394915	4.99465981842662	1.73506618114344	0.347384255228418	3.17189658206697	2.76513627623246	3.41423197800845	4.12877273667268	4.94756823040564	5.95787622263045	6.90903156029621	7.11295711867332	6.90675452439791	5.82715545985069	4.89225912993368	3.90227800195098
Gene6	3.32067168746786e-05	8.573162704306e-05	24	11.9441995691897	1.84238368973865	4.98899975508074	1.91416360757341	0.383676829333184	2.94008032582643	3.05912688824511	3.13713952077671	4.54089501026792	5.41034607238128	6.44066421359086	6.956972351844	6.88530189532892	6.73701816049628	5.82026761917607	4.46218816104497	3.47799684199028
Gene7	0.0384483481333798	0.0476435540686243	24	14.1043416956049	0.996970011861857	4.93738277521797	1.48863828085243	0.301503518893512	4.0272385995395	2.90513064681615	2.65146539292788	3.52357620559715	4.0371037470833	5.27281526759287	6.04528913390787	6.5759590804454	6.94733099913984	6.77724400886595	5.71182361408577	4.7736166066139
Gene8	2.11124808608965e-05	5.7736957687046e-05	24	10.068567932699	1.7298257797116	4.98414891963348	1.79537889843227	0.360217747780357	3.75900215258821	4.67545638295807	5.65411691967117	6.52003409921358	7.13274170869142	6.79460417691572	6.28622998463187	5.33955574248153	4.40003964226795	3.36586723993893	2.8762838204026	3.00585516584073
Gene9	2.18289830655749e-11	2.26722089378435e-09	24	10.9418053781255	2.09692653057484	5.00655471707682	2.09723141726037	0.418897133013834	2.91327599590671	3.71735320033424	4.59326951344082	5.61153065444847	6.52699166630735	7.16116317710347	6.88111554548212	6.46101797557323	5.36389314186203	4.524180018357	3.49060810227754	2.83425761382887
Gene10	0.00690443650720773	0.0101985768201	24	13.1502053869216	1.13787010928192	5.0310066616823	1.38491450295854	0.275275823724599	3.31899028545117	3.17075111375043	3.20986590306549	3.54345168624759	4.54139162801248	5.35402925433439	6.46254436182429	6.91196622316231	6.99106356484529	6.60992408425251	5.53526864750317	4.72283318773841
