CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample49	Sample50	Sample51	Sample52	Sample53	Sample54	Sample55	Sample56	Sample57	Sample58	Sample59	Sample60
Gene1	0.00415926780633402	0.00646853469103269	24	9.04174657069939	1.24329868487374	4.88586883359004	1.46390809988197	0.29962083505347	4.32189736343189	5.15308791551094	6.26539055254432	6.67817501948295	6.81713195079389	6.37338142091388	5.60121259960571	4.34166328552787	3.73357241274694	2.83261203425534	3.13930515686256	3.37299629140424
Gene2	0.0790404447418689	0.0898451452865618	24	18.9059826318299	0.830987174175968	4.97717949934204	1.60709229539883	0.322892171281201	4.8720944160589	3.9941360187359	3.22487386219941	2.94154203017534	3.37665045105727	3.96100458801983	5.25561198046681	6.06458597322197	6.7496998032249	6.75246347953434	6.7474378178151	5.78605357159474
Gene3	0.0409406170516005	0.0504401852791793	24	7.86275002586444	1.00423861915845	4.96992414257085	1.5116471782276	0.304159004214832	4.82498176091453	5.42753203286354	6.88569447676773	6.98149849270824	6.75489033030131	6.0075089887688	5.15228694024812	4.15833747712587	3.44355755538505	2.9854763636631	2.86586425264659	4.1514610394573
Gene4	0.000133674926727112	0.000294438164597163	24	12.1743816894276	1.67394724848686	4.95611836435058	1.77581798279704	0.358308226770878	3.22147912494167	3.00439378236493	3.19311343032878	4.07362924163598	5.17009292721016	6.09914840625202	6.91093607929118	7.18858149621021	6.52396511031708	5.63361758401243	4.67979740399257	3.7746657856499
Gene5	0.000308746715587116	0.000622055169080825	24	12.3149546067893	1.56843949053535	5.00474285088879	1.68893472619213	0.337466834263461	3.31958637637228	2.75934112541694	3.38240809739845	4.09650379233098	4.9246795681206	6.08812531828372	6.81373625933684	7.08903667538587	6.67848426651723	6.06474900346405	4.84609945982265	3.99416426821588
Gene6	7.85596516839071e-06	2.4197017972456e-05	24	11.771521038538	1.81949896860849	5.09087020445761	1.86655132774928	0.366646811406606	3.10388091650167	3.2157055944076	3.4515756024588	4.60285607758855	5.56668922889344	6.54489878120717	7.31813437618656	7.11279174043031	6.3241048099849	5.41373539912632	4.73550176861516	3.7005681580908
Gene7	0.0417839492919412	0.0513947715768034	24	14.2339180856112	0.887893596537918	5.06551263468822	1.3690255729252	0.270263973590792	3.93407562584935	3.41510395402539	3.2896646298983	3.75343765698003	4.1167450508712	5.00635995141566	6.07932202799199	6.75918114014861	6.95205337280872	6.75304175177775	5.93461848561238	4.79254796887931
Gene8	5.56213100004754e-05	0.000135993422984047	24	9.95716487850387	1.67564611715147	4.92584546348692	1.75559230954301	0.356404260457706	3.72049351431809	4.43715461470793	5.71946013334204	6.63486273705228	6.91198621416996	6.69949227919746	6.09836153639304	5.3179013336584	4.1604959243562	3.44748033377831	2.86293735838794	3.09951958248141
Gene9	3.913063872929e-09	3.83315691891123e-08	24	11.123880125292	2.03570151545467	4.93522480055385	2.03704307890814	0.412755884732858	3.0918237952442	3.27298952074696	4.09150159842485	5.4083007893674	6.41060040313774	6.65693640638484	7.23230270765754	6.29265354738953	5.52432913863172	4.56089795222089	3.758018447235	2.92234330020549
Gene10	0.00884474353146736	0.012750711482173	24	13.2662234991925	1.21808485282653	5.00356791935517	1.51464049829702	0.302712089194988	3.57623674565658	3.32831947731107	3.12652611849161	3.69437096703777	4.2922996293661	5.48850809485372	6.45272070513607	7.02638343608928	6.98558011519861	6.33623057580117	5.48017189711505	4.25546727020496
Gene11	0.00966614743298655	0.013756376802163	24	13.3194243840715	1.19891456464667	5.01575435098847	1.50603245594324	0.300260409612452	3.57176374521246	3.04796506936025	3.07996213842477	3.63806803932456	4.32448640790204	5.5505717178115	6.37145117981228	6.9068944484142	7.07925235278871	6.62050396889815	5.60058892706985	4.39754421684284
Gene12	2.8489877124116e-11	2.513812687422e-09	24	11.0081324112099	1.93463141941653	4.95316622820957	1.93463691226324	0.390585904677492	3.15484359884078	3.53003056619993	4.5299650442583	5.61615484719433	6.32592164404225	6.65722451183888	6.94266999295372	6.20451591751035	5.45519533718028	4.49744336080305	3.58198868357125	2.94204123412169
Gene13	2.41158435203559e-05	6.46537359795064e-05	24	22.0737336487423	1.75867824746773	4.93891434442926	1.82457499142364	0.369428352909507	6.30412299760005	5.49348212523876	4.40549341141824	3.31748796688427	2.97681640540816	3.02950864793676	3.44016918917574	4.66085892465218	5.66395845322254	6.21148227074646	6.94884808238727	6.81474365848065
Gene14	1.41656833829717e-06	5.36578916021655e-06	24	22.3431617177759	1.76113566776141	5.05127782339977	1.79403776240413	0.355165133482333	6.28934093958423	5.65368844133992	4.66425759365326	3.66132527653504	3.25763733608684	3.0967552555507	3.6593616058432	4.32716835488583	5.60924734647684	6.3434564004848	6.94117670569744	7.11191862465919
Gene15	1.93503215584201e-06	7.07938593600735e-06	24	22.3840612275539	1.76901443267183	4.95683641064908	1.79804585836379	0.362740609010404	6.41770439983324	5.57363907445318	4.62500873789466	3.75399790945863	3.07851779402044	3.04629426487245	3.38351434052909	4.52342195485801	5.42798549399344	5.87834518021992	6.66091848983689	7.11268928781899
