CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample157	Sample158	Sample159	Sample160	Sample161	Sample162	Sample163	Sample164	Sample165	Sample166	Sample167	Sample168
Gene1	0.00567192715130582	0.00851640713409282	24	8.91881600193824	1.30204205824385	4.9954989252449	1.56543709515617	0.313369518957394	4.33644568374744	5.31228167919747	6.16158957797408	7.02035958305196	7.0511019954527	6.62611737426282	5.61890589739645	4.39823308526396	3.62787137415168	3.18128602105515	2.90190327676596	3.70989155461915
Gene2	0.109220951334574	0.11799166510757	24	18.2945419985666	0.808480388637633	4.98255330750221	1.82553634621488	0.366385713017094	4.71785226535491	3.74152527603897	3.02249122127293	2.85338430667807	3.37148619742474	4.34246272826952	5.34229487678805	5.81204143617836	7.16291036613276	7.08887779801664	6.49543954545647	5.83987367241512
Gene3	0.0521278785417074	0.0626286085803453	24	7.49286633914367	0.866849769993596	5.05558859646562	1.43367484448216	0.28358218180262	5.11986610318497	5.9384693689391	6.8134709738412	7.09516036314128	6.7153862529242	6.01417232248409	5.08522271854709	4.10116352516989	3.26447680449647	3.29948128609926	3.25994503184552	3.96024840691432
Gene4	0.000145694741540581	0.000315356583421171	24	12.1603485048608	1.65287551668303	5.07456135272949	1.75101082571913	0.345056587950661	3.27790673663905	3.08888310770916	3.61870998792338	4.31108051147663	5.26323413088304	6.17941075731616	6.95338635311706	6.9212987595001	7.01541087428315	5.69341523744125	4.91093345571772	3.66106632074716
Gene5	0.000102873971055351	0.00023171437857525	24	12.1370904403706	1.6209367951624	4.98044197087963	1.71325896367126	0.343997374869257	3.13331671128891	2.90803229483855	3.42605454909011	4.12121573350922	5.22264931402069	6.01394379433589	6.7574028110337	7.10582890183883	6.7092052963128	5.76382921378626	4.68677775751031	3.91704727299029
Gene6	5.53775941614099e-06	1.76737002642798e-05	24	11.7580706837385	1.78468474049248	4.97161338450823	1.82922335889142	0.36793354941705	3.01485316268881	2.81926670528408	3.58673525811623	4.3444650610311	5.56720543070265	6.37041520211888	7.15223445028354	6.73117051049194	6.34316209249543	5.49686328254348	4.56970744011687	3.6632820182257
Gene7	0.0336476982707927	0.0423419021864002	24	14.0764535412371	0.973361134330224	4.95763567065068	1.44354046062327	0.291175180372585	3.67740924982145	3.24829708294107	2.86152799688012	3.23189928603123	3.96146932727084	5.27622175158349	6.10837201463148	6.83632024677665	6.85315144010581	6.65386082283162	5.91730752146911	4.8657913074653
Gene8	0.000237869419199566	0.000486109167301565	24	9.74222581572775	1.60160431164456	5.00637016609352	1.71385408535192	0.3423346713272	3.81098798705205	4.77552127196248	5.82908447711921	6.73454173801205	6.98543661903336	6.70589215185895	6.32968496761093	5.09114805489904	4.14295715691924	3.12796821737031	3.25963191462265	3.28358743666195
Gene9	2.82909473625637e-10	7.34694489154244e-09	24	11.0469035508568	1.94184402645325	4.94669531481545	1.94202742883928	0.392590872339129	3.25715406383698	3.37815916492495	4.51451147912786	5.54026820680637	6.30724597216304	6.94025211826249	6.65350667802327	6.22626405247603	5.51831451106453	4.55471594622837	3.58007632267279	2.88987526219873
Gene10	0.0110435898207981	0.015554351860279	24	13.3800019298684	1.10580607302712	4.9473094640178	1.40560469018604	0.284114972068984	3.46690003595175	2.96480672111709	3.1145653515939	3.47955228137053	4.31992247936048	5.38092815550368	6.1166561571582	6.83644976649852	7.01180376196975	6.46180627292344	5.67247719626975	4.54184538849654
Gene11	0.006900465166225	0.0102178654978653	24	13.1442901569135	1.17229267153968	5.01091566696962	1.42529288880981	0.284437612511599	3.37044868477004	2.95504036650538	3.1743238196298	3.36875536483743	4.28797078763568	5.7244132775556	6.43409801515513	6.96584289477951	7.00579017934336	6.44117895070328	5.60122845057363	4.80189721214659
Gene12	3.67661456834867e-12	1.48202662263553e-09	24	11.0511675897188	2.06900499649445	4.95015440742616	2.06923755610927	0.418014749803567	2.81983478904831	3.49363371889332	4.36648850959917	5.40519504181607	6.22687872504047	7.06627481215662	6.9260805217239	6.40030681690923	5.61328442080809	4.55020989186955	3.59227441994879	2.94139122130045
Gene13	1.25184383770183e-05	3.61108799337066e-05	24	22.1998991336545	1.69769320449686	5.04089447895078	1.74495080438175	0.346158962792839	6.53990186127564	5.54567675952673	4.37908439681165	3.96057067228805	3.26671299791323	3.06091491931317	3.89330364369169	4.31306416380542	5.38901934087677	6.4511658444451	6.97779081660086	6.71352833086099
