CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample97	Sample98	Sample99	Sample100	Sample101	Sample102	Sample103	Sample104	Sample105	Sample106	Sample107	Sample108
Gene1	0.00240131720901204	0.0039560415304976	24	9.21652926048654	1.31869610014659	5.03195741618149	1.51038017501061	0.300157582843133	4.56057556749961	5.29181109401212	6.25090627273398	6.99220408372854	7.09567834375052	6.58028177346268	5.79752265528238	4.6915797399131	3.50921979758822	3.3202280308746	2.93525894124018	3.35822269409191
Gene2	0.0698871511184669	0.0809503680908883	24	19.1189564662533	0.910005869359889	5.01913956416121	1.66236252421343	0.331204682189634	4.97870443364239	4.1781141338711	3.24013300059071	3.00414502871631	3.29268557757234	3.88891547591362	5.04499409302284	6.20473227156897	6.78295964613662	7.22478791439783	6.51069941450553	5.87880377999627
Gene3	0.0445366369099203	0.0542688508244358	24	7.72929838429714	0.94887937812849	4.98964279793093	1.47667190644474	0.295947418732475	4.97369813247013	6.07614003720937	6.50452864394735	7.30900434824545	6.78750149065115	5.9664841932261	5.01836592689597	4.22746218248876	3.18756054875886	3.01917734262906	2.91352717273966	3.89226355590926
Gene4	4.45159518215332e-05	0.000111755527585439	24	12.0182615763809	1.62768506159463	4.94835495024483	1.70165193325669	0.343882350875515	3.07222947434544	3.00798542828658	3.28417283611537	4.24571337574255	5.19593267388319	6.223027032191	6.8431236465405	6.85377383088734	6.33392932431683	5.75387778092292	4.82924893063272	3.73724506907352
Gene5	5.10915788604072e-05	0.000126152046568907	24	12.0232311535918	1.5914290663602	5.02084845405707	1.66447067318399	0.331511832793723	3.14675048125086	2.92733525572407	3.41095699301736	4.3485822569725	5.13554460754357	6.41616318091698	6.68009829675516	6.91060128050305	6.61384198525445	5.75929397190771	4.95875808151741	3.94225505732172
Gene6	3.36704700043544e-06	1.14008363445895e-05	24	11.7282348325873	1.70871963312853	5.08087274751957	1.74803707406029	0.344042679461647	3.20432984530502	3.18331010268822	3.81311861148353	4.50197174223396	5.73905109880769	6.54820461444109	6.79294552281409	6.96255674770779	6.38444200733637	5.55130137596134	4.47246034058204	3.81678096087366
Gene7	0.0249742037961791	0.032587547550891	24	13.8423589713927	1.11084002702622	4.94119581227952	1.55876399483688	0.315462906967408	3.74876649206214	3.1505507639649	2.68292911383416	3.16762650809202	4.22851305958543	5.40917553723771	6.10194164117052	6.82958647583621	7.10091208502732	6.6325832934759	5.64145884037143	4.60030593669656
Gene8	0.000221192585930896	0.000458271932177271	24	9.75263178005248	1.53480640467358	5.00130881431662	1.64054780098929	0.328023695776014	3.99174311118471	4.85785600308009	5.76099435182128	6.54692368646345	6.90368087191973	6.92135686133285	6.02059691564732	5.24286332588807	3.99972588123029	3.32153785535595	2.98588590705704	3.4625410008187
Gene9	2.89303914158268e-10	7.29337598718323e-09	24	11.1243136792236	2.08803648398534	4.94006335601689	2.08942218874431	0.422954532799552	2.98941449021004	3.36966695843724	4.4548233510262	5.54360793682408	6.13162422196086	6.98192470354925	6.87887850954605	6.46430687336714	5.77539179676948	4.4460156530176	3.48938164346271	2.75572413403205
Gene10	0.0176724162291862	0.0237426102496904	24	13.6262124679666	1.19783560728288	4.97175069897621	1.6019753740844	0.322215547616715	3.73428622748427	3.00162052102523	2.89562841939568	3.33085090647743	4.18940795736051	5.45362617063859	6.18337869008493	7.24694062009869	7.00583364911195	6.52958381366424	5.66665166082952	4.42319975154344
Gene11	0.00726381065734505	0.0106351546959664	24	13.1374664621191	1.0919969207606	4.91145865312972	1.32604344611045	0.269989740271041	3.42427469552274	3.08555363233796	3.19517122460936	3.48841464088783	4.20547577812294	5.44671112275029	6.37618997639294	6.68062957931782	6.83033139976156	6.18979820135986	5.24067028701727	4.77428329947609
Gene12	8.28344060010977e-11	3.47440594813027e-09	24	11.0983652253803	1.98406404169291	5.01526376904543	1.98488833782701	0.395769480775445	3.27948399829948	3.61528736555917	4.50392298056636	5.66125890001512	6.41430200460553	6.83203619286803	6.7427595101756	6.57586537801446	5.64333821523722	4.54064496701012	3.47353797954795	2.90072773664615
Gene13	1.31941519132539e-06	5.08168515600538e-06	24	22.3751039076887	1.71728039216726	4.98054662802506	1.74629490241699	0.350623140960222	6.1521671159406	5.49033421981779	4.5487073556569	3.55031060627591	3.24126958709441	3.33268389667799	3.46672127241143	4.213802690598	5.42512840796214	6.43653797929575	6.85641083831895	7.05248556625088
Gene14	7.24585795808252e-07	3.00242733069718e-06	24	22.4568292992543	1.77548512112878	4.94568238843546	1.7981064841322	0.363570958041448	6.3868345212942	5.43607289285419	4.76752349482518	3.73180151622362	2.95542364273471	3.1924430571337	3.52073546653528	4.22869387665157	5.31841831769723	5.88055752814862	6.84623659970719	7.08344774742005
Gene15	1.10183123120944e-05	3.21233595104793e-05	24	22.2091992894103	1.80341306850058	5.03775414635538	1.85243881268279	0.367711237759183	6.7845814424572	5.63965830776492	4.79889281796409	3.48260191241977	3.0051291470505	3.23496409561525	3.68448272558155	4.64888309563673	5.19474546125617	6.20421494170606	6.81338193670322	6.96151387210912
Gene16	0.000978833684169955	0.00174791729316063	24	0.553316261495931	1.34641497545411	5.03243620609644	1.49269227144803	0.296614246125909	6.69484480831708	7.19248534314693	6.89133573651584	6.01207773546933	5.32301276131107	4.2505658823564	3.41929483041309	3.07129460600515	3.26381748675395	3.7911774392666	4.92633500632873	5.55299283727315
