CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48
Gene1	0.00551092308390833	0.0083541027042572	24	8.94793030670072	1.23912733072222	5.03746792523342	1.48228293793887	0.294251588285832	4.4667357477887	5.49718144006529	6.32502307024462	7.25661045310644	6.82422773969455	6.38682321163345	5.72922510237091	4.67834535050443	3.52244827157876	3.13585265975947	3.13909760033618	3.48804445571822
Gene2	0.100687945128319	0.109961352524557	24	18.3911793596256	0.847357803423181	5.04161813038357	1.87005932484378	0.370924428721361	4.82246428006461	3.89470625833177	3.40127547619403	2.90520048101019	3.22288955299938	4.12061694561019	5.45424233190766	6.29725592039058	6.91668976190387	7.18289929816796	6.49381519654849	5.78736206147412
Gene3	0.0308432033799826	0.0392074619237067	24	8.11492194513392	0.993155471943148	5.08380573978286	1.40742463030416	0.276844691230131	4.9566814896662	5.84346427900685	6.55032571237579	7.00119265008695	7.09102571707577	5.92640409093968	5.54515195422402	4.26402192853768	3.63099225918441	3.07464716221258	2.96227251753379	4.15948911655059
Gene4	5.32449960148895e-05	0.000129549868649366	24	12.0287031908541	1.66707032987769	4.98586405244527	1.74442139422563	0.349873437357381	3.17144984405541	3.10064195149745	3.41785003424495	4.20637350313706	5.28912030075451	6.36727837742256	6.92041789713496	6.70509238729236	6.53975101774889	5.85298644247086	4.55053608400857	3.70887078957566
Gene5	0.000235249426452366	0.000483676271446738	24	12.2663777891197	1.57594408392537	4.96859242527764	1.68795950358021	0.339725893996204	3.19150615740231	3.05329524999272	3.27513280144817	4.01420350185669	4.95312179160373	6.03639789323155	6.98833621686	6.98706735462926	6.50800992873985	5.82169416402758	4.96236405126899	3.83197999227082
Gene6	2.39037993254865e-06	8.56767000913495e-06	24	11.6915737370407	1.83038522324993	5.05536154582281	1.86832892360039	0.369573749902056	3.0506546795573	2.94293535334372	3.53945743977505	4.68548287207568	5.56763734286415	6.71732533403962	7.07224539542323	6.91524157767386	6.3073990202507	5.61608111768507	4.54864622278634	3.701232194399
Gene7	0.0218999158645701	0.0288536440903427	24	13.7488178486386	1.07072161440292	4.95626534393917	1.4709913527929	0.296794309972067	3.83658960498707	3.08062940858178	2.88929747022484	3.23633451473805	4.28302726320452	5.36348569202149	6.17374335625694	6.98498295270217	6.72003083531686	6.5414951211077	5.7187445516214	4.64682335650721
Gene8	0.000111848927077496	0.00024929181369427	24	9.86173114497254	1.58012203491975	5.05776498410131	1.67031096670955	0.330246852505019	3.84112530775987	4.80687379307231	5.81209525858473	6.73007198945598	6.8875842855012	6.90462219020005	6.08204074880496	5.38649793591356	4.23774167581185	3.40385408845	3.36605690105946	3.23461563460174
Gene9	6.08711114846727e-09	5.51701916779511e-08	24	10.9996291900391	1.91065616445151	4.99887862217189	1.91065617572985	0.382216957070208	3.0995214631923	3.54902710753219	4.35691469868418	5.7935911214304	6.32062406804689	6.62929989792474	6.99202125963929	6.15974341616489	5.66819029226169	4.47308803090029	3.91001494746534	3.03450716282045
Gene10	0.0254851859930281	0.0330833223622174	24	13.7644928275285	1.11028339742348	5.00929092048484	1.5307040955962	0.305573008214912	3.8369068336545	3.01917870782292	2.86527075329917	3.41976015176356	3.86229551476733	5.65345112382374	6.20315143987904	7.08644062427573	7.20315920293223	6.45598780423858	5.59993450627469	4.90595438308663
Gene11	0.00645014634829211	0.00957942526974076	24	13.139243983747	1.08087672253703	4.99216020662281	1.31295809157969	0.263003997715831	3.537637153696	3.12372118926511	3.16362646723023	3.85802106637869	4.48575672890363	5.39063944826793	6.28674979354174	6.72051768172935	6.75210776021452	6.44725295299433	5.61250136684867	4.52739087040358
Gene12	7.76319009077042e-11	4.08588952145812e-09	24	10.9493972895553	2.11024994643311	5.00688048686706	2.11048193351198	0.421516339175207	2.79379562205069	3.6205785572141	4.57295678671579	5.62472128469049	6.43325347214598	7.000791342916	6.99217741557581	6.51625271993776	5.62520461028984	4.53001664879632	3.26972376000796	3.10309362206396
Gene13	1.28385803737086e-05	3.69278438361705e-05	24	22.1893933329884	1.85355154432152	5.03718551990886	1.90652940852359	0.378491004746255	6.58369619290766	5.38110067756667	4.5731640619138	3.87971391833662	2.87840799602189	2.81820974147222	3.72924347450434	4.40618301453548	5.505794087142	6.71990764606624	6.97666338192638	6.99414204651303
Gene14	1.22108618247907e-05	3.53596384887762e-05	24	22.1576254350477	1.700116789157	4.99215879386786	1.75264746603303	0.351080071448428	6.38141733047329	5.49615445981649	4.54042727385357	3.73517000847281	3.22386752408964	2.91624871131332	3.76316245973895	4.34517652941763	5.59264076943857	6.3795218369525	6.86137593911742	6.67074268373011
Gene15	5.46478350771373e-06	1.74037691328463e-05	24	22.2862759195895	1.76396198293153	4.94615026603996	1.80293284931473	0.3645123484609	6.20590313208188	5.89757228748932	4.50087036107142	3.79380817220578	2.99901858455299	2.87684934162299	3.51393703980954	4.48232592198642	5.44346717380004	6.06385167425019	6.79680275369915	6.77939674990978
Gene16	0.00219129101754767	0.00361599177813147	24	0.754026671455402	1.31756853140768	4.96589537109643	1.502447745199	0.3025532422499	6.46415053026744	6.8980071281001	6.85796365141086	6.1997798833361	5.0532557842686	4.3659600104516	3.45405242710741	2.85526162995526	3.21853601816244	3.95208696458578	4.52532327703336	5.74636714847821
Gene17	1.09051956720396e-06	4.2877571449697e-06	24	23.6147097974999	1.86270671494801	5.0308939804973	1.89315294451111	0.376305474106607	6.86406981831509	6.93489840482665	6.20810899218322	5.33020018882476	3.99785448418802	3.57444816688876	3.15902659403001	3.17870361616753	3.86822536235971	4.68767274295806	5.80342966263901	6.76408973258676
