CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	Sample73	Sample74	Sample75	Sample76	Sample77	Sample78	Sample79	Sample80	Sample81	Sample82	Sample83	Sample84
Gene1	0.00290322066409887	0.00466755733777953	24	9.1457962727298	1.33163756250978	4.99854958189867	1.54189145761365	0.308467772971049	4.34240958169858	5.29345657986957	6.42782476788101	6.78175252623314	7.21201456544746	6.40258807653177	5.7502277348904	4.67685689727052	3.63305390622149	3.11916839081307	2.94165819950579	3.40158375642122
Gene2	0.0801006978008352	0.0909202018170661	24	18.8882299983078	0.818077262615607	5.01526477776978	1.58962329406516	0.31695700316984	4.8852695078496	3.71883538620133	3.4369950424606	3.08398114238582	3.36684847309253	4.14309650557647	5.03936828896446	6.07710504130606	6.80378122893587	7.0915815480998	6.75047086042487	5.7858443079399
Gene3	0.0488072857378739	0.0588275842561759	24	7.56282974967132	0.89820051328607	4.96210453817758	1.4586906904138	0.293966134568686	4.87649328830777	5.854951387131	6.71857611297968	7.04095224795966	6.5953031903803	5.84242467797286	5.08745368182485	4.02489400582341	3.42182343299649	2.94310478019213	3.17841739771445	3.96086025484833
Gene4	4.28577368959404e-05	0.000107340643448875	24	12.0076174478353	1.74183924685345	4.98458834790827	1.81931429653985	0.364987872529797	2.88857291006932	2.98491660593616	3.16439402921429	4.04592158456425	5.42909738835169	6.28090535144734	6.88457505199714	7.13864508147292	6.6650233758514	5.74469609164303	4.69833242987711	3.88998027447454
Gene5	0.000136831755246147	0.000299194800100905	24	12.1537921059074	1.6633452149039	5.051883284609	1.76096001301898	0.348574959834067	3.18865184023723	3.04178784106927	3.2959561868814	4.42270419970378	5.23498345414977	6.0366689312588	7.12508833554607	6.91168223933588	6.77702017336537	6.03425724339222	4.77280816007163	3.78099081029665
Gene6	1.66197521273004e-05	4.62087640240048e-05	24	11.8524825368297	1.72277001181163	4.95549115768515	1.77730436766424	0.358653524163379	3.00006356298719	3.31707070108158	3.48971443246754	4.15000018943943	5.41849163268025	6.38525479189615	6.94777741006155	6.97722946992372	6.28071958160596	5.31120886195683	4.51022012695281	3.67814313116872
Gene7	0.0253803910432531	0.0329187951274359	24	13.8535217966579	0.994752310116081	4.94823002138406	1.39944944965801	0.282818188243112	3.53860964830301	3.02507265778223	3.03341760795347	3.28638757858913	4.23359460052319	5.05247233164545	6.01224984558286	6.9038711845594	7.03477440960449	6.52740374565141	5.95609705934934	4.7748095870647
Gene8	6.77544816507503e-05	0.000162092061365431	24	9.96096837110154	1.63442804854196	4.96088587878127	1.71182776620874	0.345064935585512	3.80534183000741	4.50027799881946	5.80623185017572	6.38215925502608	6.74810556376285	6.86033319147269	6.37474774034108	5.11994261305871	4.33765164410304	3.36198244295572	2.88857849290249	3.34527792274998
Gene9	1.0405010186787e-11	1.56222257352567e-09	24	11.0762276072651	1.91527838543465	5.05405242158136	1.91575620856388	0.379053489905128	3.1745233079415	3.6919388553923	4.42648475243384	5.48636337110579	6.42186840053867	6.88416566236833	6.76624761543122	6.5493403074913	5.61502811887129	4.76214157489297	3.67196421321494	3.19856287929414
Gene10	0.0134421536135186	0.0185921903368169	24	13.4530071379307	1.13878167012609	5.00444309270027	1.46883534092954	0.293506253087793	3.76946046519963	3.03039136321516	3.0866238522452	3.65069128378547	4.42173365365404	5.41858555983475	6.26273807363678	6.68532229016849	7.20889718233571	6.55350475347949	5.51871671133047	4.44665192351802
Gene11	0.0132947499605696	0.0184052837479044	24	13.3974189385391	1.18337510303702	5.01720548294451	1.50940507193716	0.300845775017236	3.57120222365085	3.35287640625005	2.89054003035205	3.5425097584391	4.61626476275802	5.39733551255285	6.22160287163224	6.9692639997442	7.02682589653805	6.83668927336931	5.34068876861079	4.44066629143656
Gene12	2.91698443177779e-10	7.29246107944447e-09	24	11.1489114752712	2.04444106628083	4.99678447187543	2.04638814863607	0.409541007852997	3.06217442151118	3.64419709493608	4.50617403729089	5.27497544156526	6.17564788157019	7.09777408190273	7.00427278444609	6.49700608393228	5.75825783504352	4.50628296154218	3.4847715498907	2.949879488874
Gene13	1.46766503690277e-05	4.16555828827655e-05	24	22.1262600312642	1.72981911058583	5.03333452206193	1.78738354242611	0.355109229198202	6.42512366320049	5.40066401616698	4.51816546563902	3.62602984548039	3.29414308452636	2.99808769921188	3.54572666224706	4.57838941966379	5.71034643103069	6.48209810457788	6.99273857843053	6.82850129456813
Gene14	1.06504141563768e-05	3.12634466429847e-05	24	22.1716761668335	1.8837574028478	5.02976257878693	1.94001044065364	0.385706166099302	6.85366868106369	5.63255363131178	4.51363618520825	3.61573915848931	3.13854560119249	3.12209525085666	3.38654027067915	4.22374732543794	5.69486845681469	6.41874609029966	6.87868992214761	6.87832037194189
Gene15	8.11297554248469e-07	3.28904413884514e-06	24	22.4289319290073	1.86646022649503	4.96862457465279	1.8927625260435	0.38094295465577	6.40349541357218	5.85550691777677	4.59401755452165	3.83186135168605	3.096768106622	2.89476181989623	3.47760928037993	4.04290812858237	5.41352849534812	6.3075826116587	6.62738303330645	7.07807218248302
