CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	meta2d_Base	meta2d_AMP	meta2d_rAMP	GSS0392_120.M_0	GSS0392_120.M_600	GSS0392_120.M_1200	GSS0392_120.M_1800
1-Mar	0.830966865498613	0.894427189102122	24	0.221158785679986	4.22133137080028	25.6159262513646	7.62270290308717	0.297576703972634	34.0882112936734	33.2242547315588	14.0376153744553	21.1136236057711
11758896_s_at	0.459526870506526	0.894427189102122	24	9.99950895827993	50.1865953324104	797.993103916044	53.0254970999599	0.0664485655825149	772.351044670308	804.550175099499	859.994557808913	755.076638085455
11758934_x_at	0.838148000237784	0.894427189102122	24	5.65312298531617	44.4728267810594	223.277268123877	84.268896504487	0.377418163580062	168.346669085968	312.342529886988	174.468452653749	237.951420868805
11758953_s_at	0.82682768223205	0.894427189102122	24	17.846093620451	29.1205641663497	417.149540128188	51.2865853255793	0.12294532389948	449.901022019654	359.000841123669	447.374335954296	412.321961415134
11759119_at	0.893896583623219	0.894427189102122	24	14.7062475786707	3.25818518715261	37.5498996567402	15.9151621883033	0.423840338690401	35.4138065259647	29.4169560124937	46.0368509711648	39.3319851173377
11759509_s_at	0.205917479893741	0.894427189102122	24	8.59736871565099	2.52190824595141	141.844271761516	2.54444159189269	0.0179382752669115	146.209899947968	146.289371847599	140.945893113937	133.931922136561
11759688_s_at	0.880127991118486	0.894427189102122	24	4.46889876679661	2.10646055131032	35.28396945376	6.7387540901432	0.190986280582019	34.8089741710243	40.4730356998313	31.2124645179719	34.6414034262124
11761021_at	0.77777679136702	0.894427189102122	24	18.4518357917783	87.085616675869	1125.82504452439	125.528461050804	0.111499083859725	1307.55905415796	994.900645016573	1159.99501488418	1040.84546403886
11761022_s_at	0.39349432307964	0.894427189102122	24	20.176161398395	30.6698846489209	527.018481849031	31.8364009989666	0.0604085095597966	586.707918808827	503.198212099937	508.469911679178	509.69788480818
11762525_s_at	0.88747357792116	0.894427189102122	24	4.04445850769853	237.885035512806	4505.83690896642	920.825260295436	0.204362758550589	4561.45070240751	5124.80959856354	3977.71244515991	4359.37488973474
11763298_at	0.889364550995586	0.894427189102122	24	15.8958403740265	8.74821268254826	197.874987269682	35.9708663635182	0.181785817701628	210.573146340806	180.135769007913	212.739158839025	188.051874890983
11763325_a_at	0.239006784730492	0.894427189102122	24	20.528711506257	3.01592465614513	16.4308651446179	3.05291692527071	0.185803784426454	18.5852935207645	13.4523255135779	15.1766671345464	18.5091744095826
11763326_s_at	0.816341967848021	0.894427189102122	24	23.9978319232042	5.07813670743146	34.328197572658	8.45716078786126	0.246361923604089	26.5152639508763	36.7952967569641	26.7800801427133	47.2221494400784
11763341_at	0.553739667879775	0.894427189102122	24	19.7052920460752	6.94496381936276	28.7656246771061	7.61881187487444	0.264858210464592	36.6408996884945	19.7726432573875	28.4957665838114	30.1531891787312
11763344_s_at	0.795745603908883	0.894427189102122	24	18.2621256869079	1.53742779901975	22.1699535487662	2.34819572720176	0.105917936275173	23.4752736779422	19.1315945094764	23.569081288341	22.503864719305
11763394_a_at	0.626212640826683	0.894427189102122	24	7.42146159929083	5.92063782847441	19.5781792690371	6.79770771496423	0.34720837017336	12.0214390839908	27.7757032422511	19.0488278422901	19.4667469076163
